description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Gambling Chit	1			100	16	203	40		1	e51							"gwn,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e52							"am1,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e52							"am1,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e52							"am1,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e52							"am1,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e53							"am2,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e53							"am2,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e53							"am2,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e53							"am2,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e54							"apb,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e54							"apb,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e54							"apb,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e54							"apb,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e55							"am3,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e55							"am3,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e55							"am3,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e55							"am3,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e56							"am4,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e56							"am4,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e56							"am4,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e56							"am4,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e57							"am5,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e57							"am5,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e57							"am5,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e57							"am5,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e58							"ktr,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e58							"ktr,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e58							"ktr,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e58							"ktr,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e59							"wrb,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e59							"wrb,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e59							"wrb,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e59							"wrb,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e60							"axf,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e60							"axf,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e60							"axf,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e60							"axf,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e61							"ces,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e61							"ces,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e61							"ces,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e61							"ces,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e62							"clw,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e62							"clw,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e62							"clw,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e62							"clw,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e63							"btl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e63							"btl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e63							"btl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e63							"btl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e64							"skr,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e64							"skr,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e64							"skr,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e64							"skr,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e65							"njt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e65							"njt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e65							"njt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e65							"njt,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e66							"bts,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e66							"bts,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e66							"bts,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e66							"bts,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e67							"shc,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e67							"shc,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e67							"shc,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e67							"shc,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e68							"nrd,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e68							"nrd,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e68							"nrd,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e68							"nrd,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e69							"nsy,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e69							"nsy,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e69							"nsy,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e69							"nsy,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e70							"syn,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e70							"syn,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e70							"syn,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e70							"syn,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e71							"pbe,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e71							"pbe,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e71							"pbe,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e71							"pbe,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e72							"ob1,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e72							"ob1,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e72							"ob1,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e72							"ob1,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e73							"ob2,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e73							"ob2,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e73							"ob2,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e73							"ob2,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e74							"ob3,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e74							"ob3,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e74							"ob3,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e74							"ob3,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e75							"ob4,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e75							"ob4,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e75							"ob4,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e75							"ob4,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e76							"ob5,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e76							"ob5,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e76							"ob5,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e76							"ob5,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e77							"mnb,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e77							"mnb,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e77							"mnb,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e77							"mnb,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e78							"cap,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e78							"cap,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e78							"cap,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e78							"cap,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e79							"skp,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e79							"skp,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e79							"skp,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e79							"skp,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e80							"hlm,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e80							"hlm,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e80							"hlm,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e80							"hlm,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e81							"fhl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e81							"fhl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e81							"fhl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e81							"fhl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e82							"ghm,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e82							"ghm,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e82							"ghm,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e82							"ghm,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e83							"msk,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e83							"msk,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e83							"msk,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e83							"msk,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e84							"crn,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e84							"crn,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e84							"crn,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e84							"crn,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e85							"bhm,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e85							"bhm,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e85							"bhm,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e85							"bhm,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e86							"eht,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e86							"eht,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e86							"eht,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e86							"eht,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e87							"dwc,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e87							"dwc,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e87							"dwc,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e87							"dwc,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e88							"cix,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e88							"cix,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e88							"cix,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e88							"cix,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e89							"ci0,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e89							"ci0,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e89							"ci0,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e89							"ci0,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e90							"qui,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e90							"qui,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e90							"qui,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e90							"qui,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e91							"lea,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e91							"lea,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e91							"lea,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e91							"lea,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e92							"hla,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e92							"hla,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e92							"hla,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e92							"hla,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e93							"stu,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e93							"stu,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e93							"stu,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e93							"stu,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e94							"rng,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e94							"rng,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e94							"rng,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e94							"rng,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e95							"scl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e95							"scl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e95							"scl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e95							"scl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e96							"chn,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e96							"chn,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e96							"chn,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e96							"chn,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e97							"brs,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e97							"brs,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e97							"brs,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e97							"brs,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e98							"spl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e98							"spl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e98							"spl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e98							"spl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	e99							"plt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	e99							"plt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	e99							"plt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	e99							"plt,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f00							"fld,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f00							"fld,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f00							"fld,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f00							"fld,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f01							"gth,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f01							"gth,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f01							"gth,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f01							"gth,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f02							"ful,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f02							"ful,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f02							"ful,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f02							"ful,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f03							"aar,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f03							"aar,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f03							"aar,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f03							"aar,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f04							"ltp,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f04							"ltp,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f04							"ltp,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f04							"ltp,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f05							"shl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f05							"shl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f05							"shl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f05							"shl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f06							"elv,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f06							"elv,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f06							"elv,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f06							"elv,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f07							"clk,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f07							"clk,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f07							"clk,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f07							"clk,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f08							"rob,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f08							"rob,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f08							"rob,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f08							"rob,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f09							"buc,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f09							"buc,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f09							"buc,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f09							"buc,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f10							"sml,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f10							"sml,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f10							"sml,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f10							"sml,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f11							"lrg,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f11							"lrg,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f11							"lrg,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f11							"lrg,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f12							"kit,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f12							"kit,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f12							"kit,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f12							"kit,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f13							"tow,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f13							"tow,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f13							"tow,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f13							"tow,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f14							"gts,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f14							"gts,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f14							"gts,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f14							"gts,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f15							"bsh,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f15							"bsh,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f15							"bsh,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f15							"bsh,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f16							"spk,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f16							"spk,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f16							"spk,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f16							"spk,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f17							"fts,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f17							"fts,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f17							"fts,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f17							"fts,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f18							"lgl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f18							"lgl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f18							"lgl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f18							"lgl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f19							"vgl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f19							"vgl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f19							"vgl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f19							"vgl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f20							"mgl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f20							"mgl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f20							"mgl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f20							"mgl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f21							"tgl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f21							"tgl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f21							"tgl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f21							"tgl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f22							"hgl,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f22							"hgl,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f22							"hgl,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f22							"hgl,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f23							"irg,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f23							"irg,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f23							"irg,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f23							"irg,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f24							"lbt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f24							"lbt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f24							"lbt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f24							"lbt,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f25							"vbt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f25							"vbt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f25							"vbt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f25							"vbt,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f26							"mbt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f26							"mbt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f26							"mbt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f26							"mbt,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f27							"tbt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f27							"tbt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f27							"tbt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f27							"tbt,uni"	85																																																																																						0
Gambling Chit	1			100	16	203	24		1	f28							"hbt,mag"	85																																																																																						0
Gambling Chit	1			100	16	203	36		1	f28							"hbt,rar"	85																																																																																						0
Gambling Chit	1			100	16	203	38		1	f28							"hbt,set"	85																																																																																						0
Gambling Chit	1			100	16	203	40		1	f28							"hbt,uni"	85																																																																																						0
