Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add	sort
Blistering	100	1	1	20	45	18				28	162	extra-fire		6	11											2hcw	1hcw	mana					scpc	wdnr				0	0	0	587
Blistering	100	1	1	25	60	24				28	162	extra-fire		8	13											2hcw	1hcw	mana					scpc	wdnr				0	0	0	588
Boiling	100	1	1	35	80	33				28	162	extra-fire		10	15											2hcw	1hcw	mana					scpc	wdnr				0	0	0	589
Boiling	100	1	1	45	95	42				28	162	extra-fire		12	17											2hcw	1hcw	mana					scpc	wdnr				0	0	0	590
Boiling	100	1	1	60		48				24	162	extra-fire		16	21											2hcw	1hcw	mana					scpc	wdnr				0	0	0	591
Firebreathing	100	1	1	80		60				20	162	extra-fire		20	25											2hcw	1hcw	mana					scpc	wdnr				0	0	0	592
Firebreathing	100	1	1	95		66				16	162	extra-fire		24	29											2hcw	1hcw						scpc	wdnr				0	0	0	593
Immolating	100	1	1	95		66				8	162	extra-fire		30	35											2hcw	1hcw						scpc	wdnr				0	0	0	594
																																									595
Numbing	100	1	1	1	10	1				28	162	extra-cold		1	6											2hcw	1hcw						scpc	wdnr				0	0	0	596
Numbing	100	1	1	5	15	3				28	162	extra-cold		2	7											2hcw	1hcw						scpc	wdnr				0	0	0	597
Numbing	100	1	1	10	20	6				28	162	extra-cold		3	8											2hcw	1hcw						scpc	wdnr				0	0	0	598
Biting	100	1	1	15	35	12				28	162	extra-cold		4	9											2hcw	1hcw						scpc	wdnr				0	0	0	599
Biting	100	1	1	20	45	18				28	162	extra-cold		6	11											2hcw	1hcw						scpc	wdnr				0	0	0	600
Biting	100	1	1	25	60	24				28	162	extra-cold		8	13											2hcw	1hcw						scpc	wdnr				0	0	0	601
Icy	100	1	1	35	80	33				28	162	extra-cold		10	15											2hcw	1hcw						scpc	wdnr				0	0	0	602
Icy	100	1	1	45	95	42				28	162	extra-cold		12	17											2hcw	1hcw						scpc	wdnr				0	0	0	603
Icy	100	1	1	60		48				24	162	extra-cold		16	21											2hcw	1hcw						scpc	wdnr				0	0	0	604
Alpine	100	1	1	80		60				20	162	extra-cold		20	25											2hcw	1hcw						scpc	wdnr				0	0	0	605
Alpine	100	1	1	95		66				16	162	extra-cold		24	29											2hcw	1hcw						scpc	wdnr				0	0	0	606
Burying	100	1	1	95		66				8	162	extra-cold		30	35											2hcw	1hcw						scpc	wdnr				0	0	0	607
																																									608
Glowing	100	1	1	1	10	1				28	162	extra-ltng		1	6											2hcw	1hcw						dclc	wdnr				0	0	0	609
Glowing	100	1	1	5	15	3				28	162	extra-ltng		2	7											2hcw	1hcw						dclc	wdnr				0	0	0	610
Glowing	100	1	1	10	20	6				28	162	extra-ltng		3	8											2hcw	1hcw						dclc	wdnr				0	0	0	611
Static	100	1	1	15	35	12				28	162	extra-ltng		4	9											2hcw	1hcw						dclc	wdnr				0	0	0	612
Static	100	1	1	20	45	18				28	162	extra-ltng		6	11											2hcw	1hcw						dclc	wdnr				0	0	0	613
Static	100	1	1	25	60	24				28	162	extra-ltng		8	13											2hcw	1hcw						dclc	wdnr				0	0	0	614
Bolting	100	1	1	35	80	33				28	162	extra-ltng		10	15											2hcw	1hcw						dclc	wdnr				0	0	0	615
Bolting	100	1	1	45	95	42				28	162	extra-ltng		12	17											2hcw	1hcw						dclc	wdnr				0	0	0	616
Bolting	100	1	1	60		48				24	162	extra-ltng		16	21											2hcw	1hcw						dclc	wdnr				0	0	0	617
Striking	100	1	1	80		60				20	162	extra-ltng		20	25											2hcw	1hcw						dclc	wdnr				0	0	0	618
Striking	100	1	1	95		66				16	162	extra-ltng		24	29											2hcw	1hcw						dclc	wdnr				0	0	0	619
Vanishing	100	1	1	95		66				8	162	extra-ltng		30	35											2hcw	1hcw						dclc	wdnr				0	0	0	620
																																									621
Paralyzing	100	1	1	1	10	1				28	162	extra-pois		1	6											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	622
Paralyzing	100	1	1	5	15	3				28	162	extra-pois		2	7											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	623
Paralyzing	100	1	1	10	20	6				28	162	extra-pois		3	8											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	624
Crippling	100	1	1	15	35	12				28	162	extra-pois		4	9											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	625
Crippling	100	1	1	20	45	18				28	162	extra-pois		6	11											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	626
Crippling	100	1	1	25	60	24				28	162	extra-pois		8	13											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	627
Infecting	100	1	1	35	80	33				28	162	extra-pois		10	15											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	628
Infecting	100	1	1	45	95	42				28	162	extra-pois		12	17											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	629
Infecting	100	1	1	60		48				24	162	extra-pois		16	21											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	630
Coroding	100	1	1	80		60				20	162	extra-pois		20	25											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	631
Corroding	100	1	1	95		66				16	162	extra-pois		24	29											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	632
Dissolving	100	1	1	95		66				8	162	extra-pois		30	35											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0	633
																																									634
Consecrated	100	1	1	1	10	1				28	162	extra-mag2		1	6											2hcw	1hcw						orb					0	0	0	635
Consecrated	100	1	1	5	15	3				28	162	extra-mag2		2	7											2hcw	1hcw						orb					0	0	0	636
Consecrated	100	1	1	10	20	6				28	162	extra-mag2		3	8											2hcw	1hcw						orb					0	0	0	637
Sacred	100	1	1	15	35	12				28	162	extra-mag2		4	9											2hcw	1hcw						orb					0	0	0	638
Sacred	100	1	1	20	45	18				28	162	extra-mag2		6	11											2hcw	1hcw						orb					0	0	0	639
Sacred	100	1	1	25	60	24				28	162	extra-mag2		8	13											2hcw	1hcw						orb					0	0	0	640
Hallowed	100	1	1	35	80	33				28	162	extra-mag2		10	15											2hcw	1hcw						orb					0	0	0	641
Hallowed	100	1	1	45	95	42				28	162	extra-mag2		12	17											2hcw	1hcw						orb					0	0	0	642
Hallowed	100	1	1	60		48				24	162	extra-mag2		16	21											2hcw	1hcw						orb					0	0	0	643
Divine	100	1	1	80		60				20	162	extra-mag2		20	25											2hcw	1hcw						orb					0	0	0	644
Divine	100	1	1	95		66				16	162	extra-mag2		24	29											2hcw	1hcw						orb					0	0	0	645
Celestial	100	1	1	95		66				8	162	extra-mag2		30	35											2hcw	1hcw						orb					0	0	0	646
																																									647
Breezy	100	1	1	1	10	1				28	162	extra-wind		1	6											2hcw	1hcw						scpc					0	0	0	648
Breezy	100	1	1	5	15	3				28	162	extra-wind		2	7											2hcw	1hcw						scpc					0	0	0	649
Breezy	100	1	1	10	20	6				28	162	extra-wind		3	8											2hcw	1hcw						scpc					0	0	0	650
Stormy	100	1	1	15	35	12				28	162	extra-wind		4	9											2hcw	1hcw						scpc					0	0	0	651
Stormy	100	1	1	20	45	18				28	162	extra-wind		6	11											2hcw	1hcw						scpc					0	0	0	652
Stormy	100	1	1	25	60	24				28	162	extra-wind		8	13											2hcw	1hcw						scpc					0	0	0	653
Windswept	100	1	1	35	80	33				28	162	extra-wind		10	15											2hcw	1hcw						scpc					0	0	0	654
Windswept	100	1	1	45	95	42				28	162	extra-wind		12	17											2hcw	1hcw						scpc					0	0	0	655
Windswept	100	1	1	60		48				24	162	extra-wind		16	21											2hcw	1hcw						scpc					0	0	0	656
Blusterous	100	1	1	80		60				20	162	extra-wind		20	25											2hcw	1hcw						scpc					0	0	0	657
Blusterous	100	1	1	95		66				16	162	extra-wind		24	29											2hcw	1hcw						scpc					0	0	0	658
Weltering	100	1	1	95		66				8	162	extra-wind		30	35											2hcw	1hcw						scpc					0	0	0	659
																																									660
Persisting	100	1	1	1	10	1				28	162	extra-summ		1	6											2hcw	1hcw						scpc	orb				0	0	0	661
Persisting	100	1	1	5	15	3				28	162	extra-summ		2	7											2hcw	1hcw						scpc	orb				0	0	0	662
Persisting	100	1	1	10	20	6				28	162	extra-summ		3	8											2hcw	1hcw						scpc	orb				0	0	0	663
Perennial	100	1	1	15	35	12				28	162	extra-summ		4	9											2hcw	1hcw						scpc	orb				0	0	0	664
Perennial	100	1	1	20	45	18				28	162	extra-summ		6	11											2hcw	1hcw						scpc	orb				0	0	0	665
Perennial	100	1	1	25	60	24				28	162	extra-summ		8	13											2hcw	1hcw						scpc	orb				0	0	0	666
Ageless	100	1	1	35	80	33				28	162	extra-summ		10	15											2hcw	1hcw						scpc	orb				0	0	0	667
Ageless	100	1	1	45	95	42				28	162	extra-summ		12	17											2hcw	1hcw						scpc	orb				0	0	0	668
Ageless	100	1	1	60		48				24	162	extra-summ		16	21											2hcw	1hcw						scpc	orb				0	0	0	669
Undying	100	1	1	80		60				20	162	extra-summ		20	25											2hcw	1hcw						scpc	orb				0	0	0	670
Undying	100	1	1	95		66				16	162	extra-summ		24	29											2hcw	1hcw						scpc	orb				0	0	0	671
Imperishable	100	1	1	95		66				8	162	extra-summ		30	35											2hcw	1hcw						scpc	orb				0	0	0	672
																																									673
Blazing	100	1	1	5	35	3				20	163	pierce-fire		1	3											2hcw	1hcw	mana					scpc	wdnr				0	0	0	674
Blazing	100	1	1	15	60	12				20	163	pierce-fire		2	5											2hcw	1hcw	mana					scpc	wdnr				0	0	0	675
Sweltering	100	1	1	25	95	24				16	163	pierce-fire		3	7											2hcw	1hcw	mana					scpc	wdnr				0	0	0	676
Sweltering	100	1	1	45		42				12	163	pierce-fire		4	9											2hcw	1hcw	mana					scpc	wdnr				0	0	0	677
Incinerating	100	1	1	80		60				8	163	pierce-fire		6	11											2hcw	1hcw	mana					scpc	wdnr				0	0	0	678
Incinerating	100	1	1	95		66				4	163	pierce-fire		8	13											2hcw	1hcw	mana					scpc	wdnr				0	0	0	679
Annihilating	100	1	1	95		66				1	163	pierce-fire		10	15											2hcw	1hcw	mana					scpc	wdnr				0	0	0	680
																																									681
Frosty	100	1	1	5	35	3				20	163	pierce-cold		1	3											2hcw	1hcw						scpc	wdnr				0	0	0	682
Frosty	100	1	1	15	60	12				20	163	pierce-cold		2	5											2hcw	1hcw						scpc	wdnr				0	0	0	683
Frozen	100	1	1	25	95	24				16	163	pierce-cold		3	7											2hcw	1hcw						scpc	wdnr				0	0	0	684
Frozen	100	1	1	45		42				12	163	pierce-cold		4	9											2hcw	1hcw						scpc	wdnr				0	0	0	685
Polar	100	1	1	80		60				8	163	pierce-cold		6	11											2hcw	1hcw						scpc	wdnr				0	0	0	686
Polar	100	1	1	95		66				4	163	pierce-cold		8	13											2hcw	1hcw						scpc	wdnr				0	0	0	687
Hyperborean	100	1	1	95		66				2	163	pierce-cold		10	15											2hcw	1hcw						scpc	wdnr				0	0	0	688
																																									689
Sizzling	100	1	1	5	35	3				20	163	pierce-ltng		1	3											2hcw	1hcw						dclc	wdnr				0	0	0	690
Sizzling	100	1	1	15	60	12				20	163	pierce-ltng		2	5											2hcw	1hcw						dclc	wdnr				0	0	0	691
Parching	100	1	1	25	95	24				16	163	pierce-ltng		3	7											2hcw	1hcw						dclc	wdnr				0	0	0	692
Parching	100	1	1	45		42				12	163	pierce-ltng		4	9											2hcw	1hcw						dclc	wdnr				0	0	0	693
Ionising	100	1	1	80		60				8	163	pierce-ltng		6	11											2hcw	1hcw						dclc	wdnr				0	0	0	694
Ionising	100	1	1	95		66				4	163	pierce-ltng		8	13											2hcw	1hcw						dclc	wdnr				0	0	0	695
Torrid	100	1	1	95		66				2	163	pierce-ltng		10	15											2hcw	1hcw						dclc	wdnr				0	0	0	696
																																									697
Virulent	100	1	1	5	35	3				20	163	pierce-pois		1	3											2hcw	1hcw						scpc	stfc	dclc			0	0	0	698
Virulent	100	1	1	15	60	12				20	163	pierce-pois		2	5											2hcw	1hcw						scpc	stfc	dclc			0	0	0	699
Nocuous	100	1	1	25	95	24				16	163	pierce-pois		3	7											2hcw	1hcw						scpc	stfc	dclc			0	0	0	700
Nocuous	100	1	1	45		42				12	163	pierce-pois		4	9											2hcw	1hcw						scpc	stfc	dclc			0	0	0	701
Malicious	100	1	1	80		60				8	163	pierce-pois		6	11											2hcw	1hcw						scpc	stfc	dclc			0	0	0	702
Malicious	100	1	1	95		66				4	163	pierce-pois		8	13											2hcw	1hcw						scpc	stfc	dclc			0	0	0	703
Contaminating	100	1	1	95		66				2	163	pierce-pois		10	15											2hcw	1hcw						scpc	stfc	dclc			0	0	0	704
																																									705
Stellar	100	1	1	5	35	3				20	163	pierce-mag		1	3											2hcw	1hcw						orb					0	0	0	706
Stellar	100	1	1	15	60	12				20	163	pierce-mag		2	5											2hcw	1hcw						orb					0	0	0	707
Seraphic	100	1	1	25	95	24				16	163	pierce-mag		3	7											2hcw	1hcw						orb					0	0	0	708
Seraphic	100	1	1	45		42				12	163	pierce-mag		4	9											2hcw	1hcw						orb					0	0	0	709
Revered	100	1	1	80		60				8	163	pierce-mag		6	11											2hcw	1hcw						orb					0	0	0	710
Revered	100	1	1	95		66				4	163	pierce-mag		8	13											2hcw	1hcw						orb					0	0	0	711
Cherubic	100	1	1	95		66				2	163	pierce-mag		10	15											2hcw	1hcw						orb					0	0	0	712
																																									713
Gusting	100	1	1	5	35	3				20	163	pierce-phys		1	3											2hcw	1hcw						wdnr					0	0	0	714
Gusting	100	1	1	15	60	12				20	163	pierce-phys		2	5											2hcw	1hcw						wdnr					0	0	0	715
Hailing	100	1	1	25	95	24				16	163	pierce-phys		3	7											2hcw	1hcw						wdnr					0	0	0	716
Hailing	100	1	1	45		42				12	163	pierce-phys		4	9											2hcw	1hcw						wdnr					0	0	0	717
Wuthering	100	1	1	80		60				8	163	pierce-phys		6	11											2hcw	1hcw						wdnr					0	0	0	718
Wuthering	100	1	1	95		66				4	163	pierce-phys		8	13											2hcw	1hcw						wdnr					0	0	0	719
Tempestuous	100	1	1	95		66				2	163	pierce-phys		10	15											2hcw	1hcw						wdnr					0	0	0	720
																																									721
Iguana's	100	1	1	1	10	1				22	164	mana		1	5											2hcw	1hcw											0	0	0	722
Iguana's	100	1	1	5	15	3				22	164	mana		6	10											2hcw	1hcw											0	0	0	723
Iguana's	100	1	1	10	20	6				22	164	mana		11	20											2hcw	1hcw											0	0	0	724
Zilant's	100	1	1	15	35	12				22	164	mana		21	30											2hcw	1hcw											0	0	0	725
Zilant's	100	1	1	20	45	18				22	164	mana		31	40											2hcw	1hcw											0	0	0	726
Zilant's	100	1	1	25	60	24				22	164	mana		41	50											2hcw	1hcw											0	0	0	727
Wyvern's	100	1	1	35	80	33				22	164	mana		51	60											2hcw	1hcw											0	0	0	728
Wyvern's	100	1	1	45	95	42				22	164	mana		61	70											2hcw	1hcw											0	0	0	729
Wyvern's	100	1	1	60		48				20	164	mana		71	80											2hcw	1hcw											0	0	0	730
Monitor Lizard's	100	1	1	80		60				18	164	mana		81	90											1hcw												0	0	0	731
Monitor Lizard's	100	1	1	95		66				16	164	mana		91	100											1hcw												0	0	0	732
Quetzalcoatl's	100	1	1	95		66				14	164	mana		101	110											1hcw												0	0	0	733
Ophidian's	100	1	1	80		60				18	164	mana		91	110											2hcw												0	0	0	734
Ophidian's	100	1	1	95		66				16	164	mana		111	120											2hcw												0	0	0	735
Kukulkan's	100	1	1	95		66				14	164	mana		121	130											2hcw												0	0	0	736
																																									737
Erudite's	100	1	1	20	60	18				16	165	mana%		6	8	dmg-to-mana		9	11							2hcw	1hcw											0	0	0	738
Erudite's	100	1	1	60		48				14	165	mana%		9	10	dmg-to-mana		12	14							2hcw	1hcw											0	0	0	739
Sagacious	100	1	1	80		60				12	165	mana%		11	13	dmg-to-mana		15	17							2hcw	1hcw											0	0	0	740
Sagacious	100	1	1	95		66				10	165	mana%		15	17	dmg-to-mana		18	20							1hcw												0	0	0	741
Sagacious	100	1	1	95		66				10	165	mana%		15	17	dmg-to-mana		18	20							2hcw												0	0	0	742
																																									743
Motley	100	1	1	1	10	1				10	166	extra-ele		1	6											2hcw	1hcw						wdnr					0	0	0	744
Motley	100	1	1	5	15	3				10	166	extra-ele		2	7											2hcw	1hcw						wdnr					0	0	0	745
Motley	100	1	1	10	20	6				10	166	extra-ele		3	8											2hcw	1hcw						wdnr					0	0	0	746
Coruscating	100	1	1	15	35	12				10	166	extra-ele		4	9											2hcw	1hcw						wdnr					0	0	0	747
Coruscating	100	1	1	20	45	18				10	166	extra-ele		5	10											2hcw	1hcw						wdnr					0	0	0	748
Coruscating	100	1	1	25	60	24				10	166	extra-ele		7	12											2hcw	1hcw						wdnr					0	0	0	749
Polychromatic	100	1	1	35	80	33				10	166	extra-ele		9	14											2hcw	1hcw						wdnr					0	0	0	750
Polychromatic	100	1	1	45	95	42				10	166	extra-ele		11	16											2hcw	1hcw						wdnr					0	0	0	751
Polychromatic	100	1	1	60		48				8	166	extra-ele		13	18											2hcw	1hcw						wdnr					0	0	0	752
Variegated	100	1	1	80		60				6	166	extra-ele		15	20											2hcw	1hcw						wdnr					0	0	0	753
Variegated	100	1	1	95		66				4	166	extra-ele		18	23											2hcw	1hcw						wdnr					0	0	0	754
Kaleidoscopic	100	1	1	95		66				2	166	extra-ele		21	26											2hcw	1hcw						wdnr					0	0	0	755
																																									756
Decaying	100	1	1	1	10	1				10	166	extra-fleshbone		1	6											2hcw	1hcw						orb					0	0	0	757
Decaying	100	1	1	5	15	3				10	166	extra-fleshbone		2	7											2hcw	1hcw						orb					0	0	0	758
Decaying	100	1	1	10	20	6				10	166	extra-fleshbone		3	8											2hcw	1hcw						orb					0	0	0	759
Putrescent	100	1	1	15	35	12				10	166	extra-fleshbone		4	9											2hcw	1hcw						orb					0	0	0	760
Putrescent	100	1	1	20	45	18				10	166	extra-fleshbone		5	10											2hcw	1hcw						orb					0	0	0	761
Putrescent	100	1	1	25	60	24				10	166	extra-fleshbone		7	12											2hcw	1hcw						orb					0	0	0	762
Putrid	100	1	1	35	80	33				10	166	extra-fleshbone		9	14											2hcw	1hcw						orb					0	0	0	763
Putrid	100	1	1	45	95	42				10	166	extra-fleshbone		11	16											2hcw	1hcw						orb					0	0	0	764
Putrid	100	1	1	60		48				8	166	extra-fleshbone		13	18											2hcw	1hcw						orb					0	0	0	765
Festering	100	1	1	80		60				6	166	extra-fleshbone		15	20											2hcw	1hcw						orb					0	0	0	766
Festering	100	1	1	95		66				4	166	extra-fleshbone		18	23											2hcw	1hcw						orb					0	0	0	767
Flyblown	100	1	1	95		66				2	166	extra-fleshbone		21	26											2hcw	1hcw						orb					0	0	0	768
																																									769
Leprechaun's	100	1	1	5	80	24				8	170	sock		1	1											1hsw	1hcw											0	0	0	770
Hobgoblin's	100	1	1	25	95	33				6	170	sock		1	2											1hsw	1hcw											0	0	0	771
Hobgoblin's	100	1	1	45		42				4	170	sock		1	2											1hsw	1hcw											0	0	0	772
Archfiend's	100	1	1	80		60				1	170	sock		2	2											1hsw	1hcw											0	0	0	773
Archfiend's	100	1		95		66				1	170	sock		3	3											1hsw	1hcw											0	0	0	774
																																									775
Leprechaun's	100	1	1	5	80	24				8	170	sock		1	1											2hsw	2hcw	miss										0	0	0	776
Hobgoblin's	100	1	1	25	95	33				6	170	sock		1	2											2hsw	2hcw	miss										0	0	0	777
Hobgoblin's	100	1	1	45		42				4	170	sock		2	3											2hsw	2hcw	miss										0	0	0	778
Archfiend's	100	1	1	80		60				1	170	sock		3	4											2hsw	2hcw	miss										0	0	0	779
Archfiend's	100	1		95		66				1	170	sock		5	6											2hsw	2hcw	miss										0	0	0	780
																																									781
Fletcher's	100	1	1	25	60	24	ama		18	16	171	skilltab	0	1	1											abow	pbow											0	0	0	782
Bowyer's	100	1	1	45		42	ama		33	12	171	skilltab	0	1	2											abow	pbow											0	0	0	783
Archer's	100	1	1	60		48	ama		42	8	171	skilltab	0	2	3											abow	pbow											0	0	0	784
Acrobat's	100	1	1	25	60	24	ama		18	16	171	skilltab	1	1	1											abow	pbow	aspe	ajav									0	0	0	785
Gymnast's	100	1	1	45		42	ama		33	12	171	skilltab	1	1	2											abow	pbow	aspe	ajav									0	0	0	786
Athlete's	100	1	1	60		48	ama		42	8	171	skilltab	1	2	3											abow	pbow	aspe	ajav									0	0	0	787
Harpoonist's	100	1	1	25	60	24	ama		18	16	171	skilltab	2	1	1											aspe	ajav											0	0	0	788
Spearmaiden's	100	1	1	45		42	ama		33	12	171	skilltab	2	1	2											aspe	ajav											0	0	0	789
Lancer's	100	1	1	60		48	ama		42	8	171	skilltab	2	2	3											aspe	ajav											0	0	0	790
																																									791
Burning	100	1	1	25	60	24	sor		18	16	171	skilltab	3	1	1											orb	mana											0	0	0	792
Blazing	100	1	1	45		42	sor		33	12	171	skilltab	3	1	2											orb	mana											0	0	0	793
Volcanic	100	1	1	60		48	sor		42	8	171	skilltab	3	2	3											orb	mana											0	0	0	794
Sparking	100	1	1	25	60	24	sor		18	16	171	skilltab	4	1	1											orb												0	0	0	795
Charged	100	1	1	45		42	sor		33	12	171	skilltab	4	1	2											orb												0	0	0	796
Powered	100	1	1	60		48	sor		42	8	171	skilltab	4	2	3											orb												0	0	0	797
Chilling	100	1	1	25	60	24	sor		18	16	171	skilltab	5	1	1											orb												0	0	0	798
Freezing	100	1	1	45		42	sor		33	12	171	skilltab	5	1	2											orb												0	0	0	799
Glacial	100	1	1	60		48	sor		42	8	171	skilltab	5	2	3											orb												0	0	0	800
																																									801
Hexing	100	1	1	25	60	24	nec		18	16	171	skilltab	6	1	1											wdnr												0	0	0	802
Blighting	100	1	1	45		42	nec		33	12	171	skilltab	6	1	2											wdnr												0	0	0	803
Accursed	100	1	1	60		48	nec		42	8	171	skilltab	6	2	3											wdnr												0	0	0	804
Fungal	100	1	1	25	60	24	nec		18	16	171	skilltab	7	1	1											wdnr	ndgr	npol										0	0	0	805
Noxious	100	1	1	45		42	nec		33	12	171	skilltab	7	1	2											wdnr	ndgr	npol										0	0	0	806
Venomous	100	1	1	60		48	nec		42	8	171	skilltab	7	2	3											wdnr	ndgr	npol										0	0	0	807
Graverobber's	100	1	1	25	60	24	nec		18	16	171	skilltab	8	1	1											wdnr												0	0	0	808
Vodoun	100	1	1	45		42	nec		33	12	171	skilltab	8	1	2											wdnr												0	0	0	809
Golemlord's	100	1	1	60		48	nec		42	8	171	skilltab	8	2	3											wdnr												0	0	0	810
																																									811
Lion Branded	100	1	1	25	60	24	pal		18	16	171	skilltab	9	1	1											scpc	scpm	bedg										0	0	0	812
Hawk Branded	100	1	1	45		42	pal		33	12	171	skilltab	9	1	2											scpc	scpm	bedg										0	0	0	813
Rose Branded	100	1	1	60		48	pal		42	8	171	skilltab	9	2	3											scpc	scpm	bedg										0	0	0	814
Captain's	100	1	1	25	60	24	pal		18	16	171	skilltab	10	1	1											scpc	scpm											0	0	0	815
Commander's	100	1	1	45		42	pal		33	12	171	skilltab	10	1	2											scpc	scpm											0	0	0	816
Marshal's	100	1	1	60		48	pal		42	8	171	skilltab	10	2	3											scpc	scpm											0	0	0	817
Preserver's	100	1	1	25	60	24	pal		18	16	171	skilltab	11	1	1											scpc	scpm											0	0	0	818
Warder's	100	1	1	45		42	pal		33	12	171	skilltab	11	1	2											scpc	scpm											0	0	0	819
Guardian's	100	1	1	60		48	pal		42	8	171	skilltab	11	2	3											scpc	scpm											0	0	0	820
																																									821
Expert's	100	0	1	25	60	24	bar		18	16	171	skilltab	12	1	1											h3h3												0	0	0	822
Veteran's	100	0	1	45		42	bar		33	12	171	skilltab	12	1	2											h3h3												0	0	0	823
Master's	100	0	1	60		48	bar		42	8	171	skilltab	12	2	3											h3h3												0	0	0	824
Fanatic	100	0	1	25	60	24	bar		18	16	171	skilltab	13	1	1											h3h3												0	0	0	825
Raging	100	0	1	45		42	bar		33	12	171	skilltab	13	1	2											h3h3												0	0	0	826
Furious	100	0	1	60		48	bar		42	8	171	skilltab	13	2	3											h3h3												0	0	0	827
Sounding	100	1	1	25	60	24	bar		18	16	171	skilltab	14	1	1											bjav												0	0	0	828
Resonant	100	1	1	45		42	bar		33	12	171	skilltab	14	1	2											bjav												0	0	0	829
Echoing	100	1	1	60		48	bar		42	8	171	skilltab	14	2	3											bjav												0	0	0	830
																																									831
Trainer's	100	1	1	25	60	24	dru		18	16	171	skilltab	15	1	1											dclc												0	0	0	832
Caretaker's	100	1	1	45		42	dru		33	12	171	skilltab	15	1	2											dclc												0	0	0	833
Keeper's	100	1	1	60		48	dru		42	8	171	skilltab	15	2	3											dclc												0	0	0	834
Spiritual	100	1	1	25	60	24	dru		18	16	171	skilltab	16	1	1											dclc	dcbm											0	0	0	835
Feral	100	1	1	45		42	dru		33	12	171	skilltab	16	1	2											dclc	dcbm											0	0	0	836
Communal	100	1	1	60		48	dru		42	8	171	skilltab	16	2	3											dclc	dcbm											0	0	0	837
Nature's	100	1	1	25	60	24	dru		18	16	171	skilltab	17	1	1											dclc												0	0	0	838
Terra's	100	1	1	45		42	dru		33	12	171	skilltab	17	1	2											dclc												0	0	0	839
Gaea's	100	1	1	60		48	dru		42	8	171	skilltab	17	2	3											dclc												0	0	0	840
																																									841
Entrapping	100	1	1	25	60	24	ass		18	16	171	skilltab	18	1	1											h2h2	h2h1											0	0	0	842
Trickster's	100	1	1	45		42	ass		33	12	171	skilltab	18	1	2											h2h2	h2h1											0	0	0	843
Cunning	100	1	1	60		48	ass		42	8	171	skilltab	18	2	3											h2h2	h2h1											0	0	0	844
Mentalist's	100	1	1	25	60	24	ass		18	16	171	skilltab	19	1	1											h2h2	h2h1											0	0	0	845
Psychic	100	1	1	45		42	ass		33	12	171	skilltab	19	1	2											h2h2	h2h1											0	0	0	846
Shadow	100	1	1	60		48	ass		42	8	171	skilltab	19	2	3											h2h2	h2h1											0	0	0	847
Shogukusha's	100	1	1	25	60	24	ass		18	16	171	skilltab	20	1	1											h2h2												0	0	0	848
Sensei's	100	1	1	45		42	ass		33	12	171	skilltab	20	1	2											h2h2												0	0	0	849
Kenshi's	100	1	1	60		48	ass		42	8	171	skilltab	20	2	3											h2h2												0	0	0	850
																																									851
Maiden's	100	1	1	45	95	42	ama		33	16	172	ama		1	1											abow	pbow	aspe	ajav									0	0	0	852
Maiden's	100	1	1	80		60	ama		42	12	172	ama		1	2											abow	pbow	aspe	ajav									0	0	0	853
Valkyrie's	100	1	1	95		66	ama		60	8	172	ama		2	3											abow	pbow	aspe	ajav									0	0	0	854
Angel's	100	1	1	45	95	42	sor		33	16	172	sor		1	1											orb	mana											0	0	0	855
Angel's	100	1	1	80		60	sor		42	12	172	sor		1	2											orb	mana											0	0	0	856
Arch-Angel's	100	1	1	95		66	sor		60	8	172	sor		2	3											orb	mana											0	0	0	857
Summoner's	100	1	1	45	95	42	nec		33	16	172	nec		1	1											wdnr	ndgr	npol										0	0	0	858
Summoner's	100	1	1	80		60	nec		42	12	172	nec		1	2											wdnr	ndgr	npol										0	0	0	859
Necromancer's	100	1	1	95		66	nec		60	8	172	nec		2	3											wdnr	ndgr	npol										0	0	0	860
Monk's	100	1	1	45	95	42	pal		33	16	172	pal		1	1											scpc	scpm	bedg										0	0	0	861
Monk's	100	1	1	80		60	pal		42	12	172	pal		1	2											scpc	scpm	bedg										0	0	0	862
Priest's	100	1	1	95		66	pal		60	8	172	pal		2	3											scpc	scpm	bedg										0	0	0	863
Slayer's	100	1	1	45	95	42	bar		33	16	172	bar		1	1											bjav												0	0	0	864
Slayer's	100	1	1	80		60	bar		42	12	172	bar		1	2											bjav												0	0	0	865
