Name	version	spawnable	rare	level	maxlevel	levelreq	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
null	0	1	1	60		42	sor		4	901	skilltab	5	2	3											robe										0	0	0
																																					
null	0	1	1	5	45	3	sor		12	950	skilltab	3	1	1											orb										0	0	0
null	0	1	1	45		33	sor		6	950	skilltab	3	1	2											orb										0	0	0
null	0	1	1	60		42	sor		4	950	skilltab	3	2	3											orb										0	0	0
null	0	1	1	5	45	3	sor		12	950	skilltab	4	1	1											orb										0	0	0
null	0	1	1	45		33	sor		6	950	skilltab	4	1	2											orb										0	0	0
null	0	1	1	60		42	sor		4	950	skilltab	4	2	3											orb										0	0	0
null	0	1	1	5	45	3	sor		12	950	skilltab	5	1	1											orb										0	0	0
null	0	1	1	45		33	sor		6	950	skilltab	5	1	2											orb										0	0	0
null	0	1	1	60		42	sor		4	950	skilltab	5	2	3											orb										0	0	0
																																					
null	0	1	1	5	45	3	nec		12	901	skilltab	6	1	1											head										0	0	0
null	0	1	1	45		33	nec		6	901	skilltab	6	1	2											head										0	0	0
null	0	1	1	60		42	nec		4	901	skilltab	6	2	3											head										0	0	0
null	0	1	1	5	45	3	nec		12	901	skilltab	7	1	1											head										0	0	0
null	0	1	1	45		33	nec		6	901	skilltab	7	1	2											head										0	0	0
null	0	1	1	60		42	nec		4	901	skilltab	7	2	3											head										0	0	0
null	0	1	1	5	45	3	nec		12	901	skilltab	8	1	1											head										0	0	0
null	0	1	1	45		33	nec		6	901	skilltab	8	1	2											head										0	0	0
null	0	1	1	60		42	nec		4	901	skilltab	8	2	3											head										0	0	0
																																					
null	0	1	1	5	45	3	nec		12	950	skilltab	6	1	1											wdnr										0	0	0
null	0	1	1	45		33	nec		6	950	skilltab	6	1	2											wdnr										0	0	0
null	0	1	1	60		42	nec		4	950	skilltab	6	2	3											wdnr										0	0	0
null	0	1	1	5	45	3	nec		12	950	skilltab	7	1	1											wdnr										0	0	0
null	0	1	1	45		33	nec		6	950	skilltab	7	1	2											wdnr										0	0	0
null	0	1	1	60		42	nec		4	950	skilltab	7	2	3											wdnr										0	0	0
null	0	1	1	5	45	3	nec		12	950	skilltab	8	1	1											wdnr										0	0	0
null	0	1	1	45		33	nec		6	950	skilltab	8	1	2											wdnr										0	0	0
null	0	1	1	60		42	nec		4	950	skilltab	8	2	3											wdnr										0	0	0
null	0	1	1	5	45	3	nec		12	950	skilltab	6	1	1	hit-splash	WeaponSplash	100	1							ndgr										0	0	0
null	0	1	1	45		33	nec		6	950	skilltab	6	1	2	hit-splash	WeaponSplash	100	1							ndgr										0	0	0
null	0	1	1	60		42	nec		4	950	skilltab	6	2	3	hit-splash	WeaponSplash	100	1							ndgr										0	0	0
null	0	1	1	5	45	3	nec		12	950	skilltab	7	1	1	hit-splash	WeaponSplash	100	1							ndgr	npol									0	0	0
null	0	1	1	45		33	nec		6	950	skilltab	7	1	2	hit-splash	WeaponSplash	100	1							ndgr	npol									0	0	0
null	0	1	1	60		42	nec		4	950	skilltab	7	2	3	hit-splash	WeaponSplash	100	1							ndgr	npol									0	0	0
																																					
null	0	1	1	5	45	3	pal		12	901	skilltab	9	1	1											ashd										0	0	0
null	0	1	1	45		33	pal		6	901	skilltab	9	1	2											ashd										0	0	0
null	0	1	1	60		42	pal		4	901	skilltab	9	2	3											ashd										0	0	0
null	0	1	1	5	45	3	pal		12	901	skilltab	10	1	1											ashd										0	0	0
null	0	1	1	45		33	pal		6	901	skilltab	10	1	2											ashd										0	0	0
null	0	1	1	60		42	pal		4	901	skilltab	10	2	3											ashd										0	0	0
null	0	1	1	5	45	3	pal		12	901	skilltab	11	1	1											ashd										0	0	0
null	0	1	1	45		33	pal		6	901	skilltab	11	1	2											ashd										0	0	0
null	0	1	1	60		42	pal		4	901	skilltab	11	2	3											ashd										0	0	0
																																					
null	0	1	1	5	45	3	pal		12	950	skilltab	9	1	1											scpc										0	0	0
null	0	1	1	45		33	pal		6	950	skilltab	9	1	2											scpc										0	0	0
null	0	1	1	60		42	pal		4	950	skilltab	9	2	3											scpc										0	0	0
null	0	1	1	5	45	3	pal		12	950	skilltab	10	1	1											scpc										0	0	0
null	0	1	1	45		33	pal		6	950	skilltab	10	1	2											scpc										0	0	0
null	0	1	1	60		42	pal		4	950	skilltab	10	2	3											scpc										0	0	0
null	0	1	1	5	45	3	pal		12	950	skilltab	11	1	1											scpc										0	0	0
null	0	1	1	45		33	pal		6	950	skilltab	11	1	2											scpc										0	0	0
null	0	1	1	60		42	pal		4	950	skilltab	11	2	3											scpc										0	0	0
																																					
null	0	1	1	5	45	3	pal		12	950	skilltab	9	1	1	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	45		33	pal		6	950	skilltab	9	1	2	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	60		42	pal		4	950	skilltab	9	2	3	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	5	45	3	pal		12	950	skilltab	10	1	1	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	45		33	pal		6	950	skilltab	10	1	2	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	60		42	pal		4	950	skilltab	10	2	3	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	5	45	3	pal		12	950	skilltab	11	1	1	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	45		33	pal		6	950	skilltab	11	1	2	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
null	0	1	1	60		42	pal		4	950	skilltab	11	2	3	hit-splash	WeaponSplash	100	1							scpm	bedg									0	0	0
																																					
null	0	1	1	5	45	3	bar		12	901	skilltab	12	1	1											phlm										0	0	0
null	0	1	1	45		33	bar		6	901	skilltab	12	1	2											phlm										0	0	0
null	0	1	1	60		42	bar		4	901	skilltab	12	2	3											phlm										0	0	0
null	0	1	1	5	45	3	bar		12	901	skilltab	13	1	1											phlm										0	0	0
null	0	1	1	45		33	bar		6	901	skilltab	13	1	2											phlm										0	0	0
null	0	1	1	60		42	bar		4	901	skilltab	13	2	3											phlm										0	0	0
null	0	1	1	5	45	3	bar		12	901	skilltab	14	1	1											phlm										0	0	0
null	0	1	1	45		33	bar		6	901	skilltab	14	1	2											phlm										0	0	0
null	0	1	1	60		42	bar		4	901	skilltab	14	2	3											phlm										0	0	0
																																					
null	0	1	1	5	45	3	bar		12	950	skilltab	12	1	1	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	45		33	bar		6	950	skilltab	12	1	2	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	60		42	bar		4	950	skilltab	12	2	3	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	5	45	3	bar		12	950	skilltab	13	1	1	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	45		33	bar		6	950	skilltab	13	1	2	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	60		42	bar		4	950	skilltab	13	2	3	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	5	45	3	bar		12	950	skilltab	14	1	1	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	45		33	bar		6	950	skilltab	14	1	2	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	60		42	bar		4	950	skilltab	14	2	3	hit-splash	WeaponSplash	100	1							h3h3										0	0	0
null	0	1	1	5	45	3	bar		12	950	skilltab	12	1	1	rep-quant	33									bjav										0	0	0
null	0	1	1	45		33	bar		6	950	skilltab	12	1	2	rep-quant	33									bjav										0	0	0
null	0	1	1	60		42	bar		4	950	skilltab	12	2	3	rep-quant	33									bjav										0	0	0
null	0	1	1	5	45	3	bar		12	950	skilltab	14	1	1	rep-quant	33									bjav										0	0	0
null	0	1	1	45		33	bar		6	950	skilltab	14	1	2	rep-quant	33									bjav										0	0	0
null	0	1	1	60		42	bar		4	950	skilltab	14	2	3	rep-quant	33									bjav										0	0	0
																																					
null	0	1	1	5	45	3	dru		12	901	skilltab	15	1	1											pelt										0	0	0
null	0	1	1	45		33	dru		6	901	skilltab	15	1	2											pelt										0	0	0
null	0	1	1	60		42	dru		4	901	skilltab	15	2	3											pelt										0	0	0
null	0	1	1	5	45	3	dru		12	901	skilltab	16	1	1											pelt										0	0	0
null	0	1	1	45		33	dru		6	901	skilltab	16	1	2											pelt										0	0	0
null	0	1	1	60		42	dru		4	901	skilltab	16	2	3											pelt										0	0	0
null	0	1	1	5	45	3	dru		12	901	skilltab	17	1	1											pelt										0	0	0
null	0	1	1	45		33	dru		6	901	skilltab	17	1	2											pelt										0	0	0
null	0	1	1	60		42	dru		4	901	skilltab	17	2	3											pelt										0	0	0
																																					
null	0	1	1	5	45	3	dru		12	950	skilltab	15	1	1											dclc										0	0	0
null	0	1	1	45		33	dru		6	950	skilltab	15	1	2											dclc										0	0	0
null	0	1	1	60		42	dru		4	950	skilltab	15	2	3											dclc										0	0	0
null	0	1	1	5	45	3	dru		12	950	skilltab	16	1	1	hit-splash	WeaponSplash	100	1							dcbm										0	0	0
null	0	1	1	45		33	dru		6	950	skilltab	16	1	2	hit-splash	WeaponSplash	100	1							dcbm										0	0	0
null	0	1	1	60		42	dru		4	950	skilltab	16	2	3	hit-splash	WeaponSplash	100	1							dcbm										0	0	0
null	0	1	1	5	45	3	dru		12	950	skilltab	17	1	1											dclc										0	0	0
null	0	1	1	45		33	dru		6	950	skilltab	17	1	2											dclc										0	0	0
null	0	1	1	60		42	dru		4	950	skilltab	17	2	3											dclc										0	0	0
																																					
null	0	1	1	5	45	3			12	901	skilltab	18	1	1											clok										0	0	0
null	0	1	1	45		33			6	901	skilltab	18	1	2											clok										0	0	0
null	0	1	1	60		42			4	901	skilltab	18	2	3											clok										0	0	0
null	0	1	1	5	45	3			12	901	skilltab	19	1	1											clok										0	0	0
null	0	1	1	45		33			6	901	skilltab	19	1	2											clok										0	0	0
null	0	1	1	60		42			4	901	skilltab	19	2	3											clok										0	0	0
null	0	1	1	5	45	3			12	901	skilltab	20	1	1											clok										0	0	0
null	0	1	1	45		33			6	901	skilltab	20	1	2											clok										0	0	0
null	0	1	1	60		42			4	901	skilltab	20	2	3											clok										0	0	0
																																					
null	0	1	1	5	45	3			12	950	skilltab	18	1	1	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	45		33			6	950	skilltab	18	1	2	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	60		42			4	950	skilltab	18	2	3	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	5	45	3			12	950	skilltab	19	1	1	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	45		33			6	950	skilltab	19	1	2	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	60		42			4	950	skilltab	19	2	3	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	5	45	3			12	950	skilltab	20	1	1	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	45		33			6	950	skilltab	20	1	2	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
null	0	1	1	60		42			4	950	skilltab	20	2	3	hit-splash	WeaponSplash	100	1							asnx	h2h2									0	0	0
																																					
null	0	1	1	5	45	3			12	950	skilltab	18	1	1	hit-splash	WeaponSplash	100	1							h2h1										0	0	0
null	0	1	1	45		33			6	950	skilltab	18	1	2	hit-splash	WeaponSplash	100	1							h2h1										0	0	0
null	0	1	1	60		42			4	950	skilltab	18	2	3	hit-splash	WeaponSplash	100	1							h2h1										0	0	0
null	0	1	1	5	45	3			12	950	skilltab	19	1	1	hit-splash	WeaponSplash	100	1							h2h1										0	0	0
null	0	1	1	45		33			6	950	skilltab	19	1	2	hit-splash	WeaponSplash	100	1							h2h1										0	0	0
null	0	1	1	60		42			4	950	skilltab	19	2	3	hit-splash	WeaponSplash	100	1							h2h1										0	0	0
																																					
																																					
null	100	1	1	1	45	1			30	925	skill	Magic Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Magic Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Magic Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Magic Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Magic Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Fire Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Fire Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Fire Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Fire Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Fire Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Inner Sight	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Inner Sight	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Inner Sight	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Inner Sight	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Inner Sight	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Critical Strike	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Critical Strike	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Critical Strike	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Critical Strike	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Critical Strike	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Jab	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Jab	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Jab	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Jab	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Jab	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Cold Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Cold Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Cold Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Cold Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Cold Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Multiple Shot	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Multiple Shot	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Multiple Shot	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Multiple Shot	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Multiple Shot	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Dodge	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Dodge	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Dodge	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Dodge	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Dodge	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Power Strike	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Power Strike	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Power Strike	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Power Strike	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Power Strike	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Poison Javelin	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Poison Javelin	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Poison Javelin	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Poison Javelin	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Poison Javelin	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Exploding Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Exploding Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Exploding Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Exploding Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Exploding Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Presence of Athena	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Presence of Athena	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Presence of Athena	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Presence of Athena	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Presence of Athena	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Avoid	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Avoid	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Avoid	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Avoid	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Avoid	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Impale	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Impale	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Impale	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Impale	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Impale	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Lightning Bolt	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Lightning Bolt	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Lightning Bolt	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Lightning Bolt	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Lightning Bolt	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Ice Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Ice Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Ice Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Ice Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Ice Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Guided Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Guided Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Guided Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Guided Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Guided Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Penetrate	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Penetrate	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Penetrate	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Penetrate	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Penetrate	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Charged Strike	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Charged Strike	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Charged Strike	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Charged Strike	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Charged Strike	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Plague Javelin	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Plague Javelin	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Plague Javelin	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Plague Javelin	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Plague Javelin	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Strafe	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Strafe	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Strafe	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Strafe	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Strafe	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Immolation Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Immolation Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Immolation Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Immolation Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Immolation Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Dopplezon	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Dopplezon	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Dopplezon	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Dopplezon	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Dopplezon	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Evade	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Evade	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Evade	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Evade	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Evade	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Fend	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Fend	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Fend	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Fend	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Fend	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Freezing Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Freezing Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Freezing Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Freezing Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Freezing Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Valkyrie	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Valkyrie	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Valkyrie	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Valkyrie	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Valkyrie	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Pierce	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Pierce	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Pierce	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Pierce	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Pierce	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Lightning Strike	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Lightning Strike	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Lightning Strike	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Lightning Strike	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Lightning Strike	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Lightning Fury	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Lightning Fury	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Lightning Fury	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Lightning Fury	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Lightning Fury	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Eagle Eye	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Eagle Eye	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Eagle Eye	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Eagle Eye	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Eagle Eye	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Legendary Arrow	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Legendary Arrow	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Legendary Arrow	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Legendary Arrow	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Legendary Arrow	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Dance of Death	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Dance of Death	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Dance of Death	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Dance of Death	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Dance of Death	3	5											zrin	zamu									0	0	0
																																					
null	100	1	1	1	45	1			30	925	skill	Fire Hawk	0	1											zrin	zamu									0	0	0
null	100	1	1	1	60	1			30	925	skill	Fire Hawk	1	2											zrin	zamu									0	0	0
null	100	1	1	1		1			30	925	skill	Fire Hawk	2	3											zrin	zamu									0	0	0
null	100	1	1	1		1			8	925	skill	Fire Hawk	2	4											zrin	zamu									0	0	0
null	100	1	1	1		1			2	925	skill	Fire Hawk	3	5											zrin	zamu									0	0	0
																																					
