description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r35,qty=2"	gem0					useitem				craftflag			163	163	str/lvl		8																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r36,qty=2"	gem0					useitem				craftflag			164	164	dex/lvl		8																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r37,qty=2"	gem0					useitem				craftflag			165	165	vit/lvl		8																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r38,qty=2"	gem0					useitem				craftflag			166	166	enr/lvl		8																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r39,qty=2"	gem0					useitem				craftflag			167	167	res-fire/lvl		6																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r40,qty=2"	gem0					useitem				craftflag			168	168	res-cold/lvl		6																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r41,qty=2"	gem0					useitem				craftflag			169	169	res-pois/lvl		6																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r42,qty=2"	gem0					useitem				craftflag			170	170	res-ltng/lvl		6																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r43,qty=2"	gem0					useitem				craftflag			194	194	ac/lvl		40																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r44,qty=2"	gem0					useitem				craftflag			195	195	thorns/lvl		80																																																																												0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			173	173	all-stats			35	35																																																																										0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			196	196	allskills			1	1	abs-mag%			3	3																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			197	197	allskills			1	1	abs-fire%			3	3																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			198	198	allskills			1	1	abs-cold%			3	3																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			199	199	allskills			1	1	nofreeze			1	1																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			200	200	allskills			1	1	gold%			100	100																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			201	201	allskills			1	1	red-mag			50	50																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			202	202	allskills			1	1	regen			250	250																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			203	203	allskills			1	1	abs-ltng%			3	3																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			204	204	allskills			1	1	red-dmg			50	50																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			205	205	allskills			1	1	red-dmg%			10	10																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			206	206	allskills			1	1	hp%			15	15																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			207	207	allskills			1	1	mana%			15	15																																																																					0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			208	208	allskills			1	1	rep-dur		20																																																																							0
Rune Forging amul	1			100	18	202	0		4	"amul,any"	"r45,qty=2"	gem0					useitem				craftflag			209	209	allskills			1	1	addxp			15	15																																																																					0
Remove Rune Forging ring	1			100	18	202	129		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-129	-129	ac			-30	-30																r01																													r01																													0
Remove Rune Forging ring	1			100	18	202	130		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-130	-130	move1			-15	-15																r02																													r02																													0
Remove Rune Forging ring	1			100	18	202	131		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-131	-131	mana-kill			-5	-5																r03																													r03																													0
Remove Rune Forging ring	1			100	18	202	132		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-132	-132	ac-miss			-75	-75																r04																													r04																													0
Remove Rune Forging ring	1			100	18	202	133		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-133	-133	regen-mana			-40	-40																r05																													r05																													0
Remove Rune Forging ring	1			100	18	202	134		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-134	-134	dmg-to-mana			-40	-40																r06																													r06																													0
Remove Rune Forging ring	1			100	18	202	135		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-135	-135	res-pois			-40	-40																r07																													r07																													0
Remove Rune Forging ring	1			100	18	202	136		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-136	-136	res-fire			-40	-40																r08																													r08																													0
Remove Rune Forging ring	1			100	18	202	137		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-137	-137	res-ltng			-40	-40																r09																													r09																													0
Remove Rune Forging ring	1			100	18	202	138		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-138	-138	res-cold			-40	-40																r10																													r10																													0
Remove Rune Forging ring	1			100	18	202	139		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-139	-139	thorns			-250	-250																r11																													r11																													0
Remove Rune Forging ring	1			100	18	202	190		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-190	-190	red-dmg			-15	-15																r12																													r12																													0
Remove Rune Forging ring	1			100	18	202	141		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-141	-141	balance2			-20	-20																r13																													r13																													0
Remove Rune Forging ring	1			100	18	202	191		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-191	-191	regen			-75	-75																r14																													r14																													0
Remove Rune Forging ring	1			100	18	202	143		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-143	-143	red-mag			-15	-15																r15																													r15																													0
Remove Rune Forging ring	1			100	18	202	144		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-144	-144	vit			-50	-50																r16																													r16																													0
Remove Rune Forging ring	1			100	18	202	145		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-145	-145	enr			-50	-50																r17																													r17																													0
Remove Rune Forging ring	1			100	18	202	146		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-146	-146	dex			-50	-50																r18																													r18																													0
Remove Rune Forging ring	1			100	18	202	147		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-147	-147	str			-50	-50																r19																													r19																													0
Remove Rune Forging ring	1			100	18	202	192		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-192	-192	gold%			-50	-50																r20																													r20																													0
Remove Rune Forging ring	1			100	18	202	149		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-149	-149	ac%			-35	-35																r21																													r21																													0
Remove Rune Forging ring	1			100	18	202	150		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-150	-150	res-all			-20	-20																r22																													r22																													0
Remove Rune Forging ring	1			100	18	202	193		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-193	-193	cast2			-20	-20																r23																													r23																													0
Remove Rune Forging ring	1			100	18	202	152		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-152	-152	mag%			-35	-35																r24																													r24																													0
Remove Rune Forging ring	1			100	18	202	153		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-153	-153	res-pois-max			-3	-3																r25																													r25																													0
Remove Rune Forging ring	1			100	18	202	154		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-154	-154	res-fire-max			-3	-3																r26																													r26																													0
Remove Rune Forging ring	1			100	18	202	155		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-155	-155	res-cold-max			-3	-3																r27																													r27																													0
Remove Rune Forging ring	1			100	18	202	156		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-156	-156	res-ltng-max			-3	-3																r28																													r28																													0
Remove Rune Forging ring	1			100	18	202	157		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-157	-157	mana%			-15	-15																r29																													r29																													0
Remove Rune Forging ring	1			100	18	202	158		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-158	-158	red-dmg%			-10	-10																r30																													r30																													0
Remove Rune Forging ring	1			100	18	202	159		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-159	-159	hp%			-15	-15																r31																													r31																													0
Remove Rune Forging ring	1			100	18	202	160		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-160	-160	nofreeze			-1	-1																r32																													r32																													0
Remove Rune Forging ring	1			100	18	202	161		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-161	-161	hp/lvl		-8																		r33																													r33																													0
Remove Rune Forging ring	1			100	18	202	162		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-162	-162	mana/lvl		-8																		r34																													r34																													0
Remove Rune Forging ring	1			100	18	202	163		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-163	-163	str/lvl		-8																		r35																													r35																													0
Remove Rune Forging ring	1			100	18	202	164		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-164	-164	dex/lvl		-8																		r36																													r36																													0
Remove Rune Forging ring	1			100	18	202	165		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-165	-165	vit/lvl		-8																		r37																													r37																													0
Remove Rune Forging ring	1			100	18	202	166		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-166	-166	enr/lvl		-8																		r38																													r38																													0
Remove Rune Forging ring	1			100	18	202	167		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-167	-167	res-fire/lvl		-6																		r39																													r39																													0
Remove Rune Forging ring	1			100	18	202	168		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-168	-168	res-cold/lvl		-6																		r40																													r40																													0
Remove Rune Forging ring	1			100	18	202	169		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-169	-169	res-pois/lvl		-6																		r41																													r41																													0
Remove Rune Forging ring	1			100	18	202	170		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-170	-170	res-ltng/lvl		-6																		r42																													r42																													0
Remove Rune Forging ring	1			100	18	202	194		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-194	-194	ac/lvl		-40																		r43																													r43																													0
Remove Rune Forging ring	1			100	18	202	195		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-195	-195	thorns/lvl		-80																		r44																													r44																													0
Remove Rune Forging ring	1			100	18	202	173		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-173	-173	all-stats			-35	-35																r45																													r45																													0
Remove Rune Forging ring	1			100	18	202	196		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-196	-196	allskills			-1	-1	abs-mag%			-3	-3											r84																													r84																													0
Remove Rune Forging ring	1			100	18	202	197		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-197	-197	allskills			-1	-1	abs-fire%			-3	-3											r85																													r85																													0
Remove Rune Forging ring	1			100	18	202	198		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-198	-198	allskills			-1	-1	abs-cold%			-3	-3											r86																													r86																													0
Remove Rune Forging ring	1			100	18	202	199		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-199	-199	allskills			-1	-1	nofreeze			-1	-1											r87																													r87																													0
Remove Rune Forging ring	1			100	18	202	200		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-200	-200	allskills			-1	-1	gold%			-100	-100											r88																													r88																													0
Remove Rune Forging ring	1			100	18	202	201		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-201	-201	allskills			-1	-1	red-mag			-50	-50											r89																													r89																													0
Remove Rune Forging ring	1			100	18	202	202		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-202	-202	allskills			-1	-1	regen			-250	-250											r90																													r90																													0
Remove Rune Forging ring	1			100	18	202	203		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-203	-203	allskills			-1	-1	abs-ltng%			-3	-3											r91																													r91																													0
Remove Rune Forging ring	1			100	18	202	204		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-204	-204	allskills			-1	-1	red-dmg			-50	-50											r92																													r92																													0
Remove Rune Forging ring	1			100	18	202	205		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-205	-205	allskills			-1	-1	red-dmg%			-10	-10											r93																													r93																													0
Remove Rune Forging ring	1			100	18	202	206		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-206	-206	allskills			-1	-1	hp%			-15	-15											r94																													r94																													0
Remove Rune Forging ring	1			100	18	202	207		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-207	-207	allskills			-1	-1	mana%			-15	-15											r95																													r95																													0
Remove Rune Forging ring	1			100	18	202	208		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-208	-208	allskills			-1	-1	rep-dur		-20													r96																													r96																													0
Remove Rune Forging ring	1			100	18	202	209		4	"ring,any"	"wms,qty=3"						useitem				craftflag			-209	-209	allskills			-1	-1	addxp			-15	-15											r97																													r97																													0
Remove Rune Forging amul	1			100	18	202	129		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-129	-129	ac			-30	-30																r01																													r01																													0
Remove Rune Forging amul	1			100	18	202	130		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-130	-130	move1			-15	-15																r02																													r02																													0
Remove Rune Forging amul	1			100	18	202	131		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-131	-131	mana-kill			-5	-5																r03																													r03																													0
Remove Rune Forging amul	1			100	18	202	132		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-132	-132	ac-miss			-75	-75																r04																													r04																													0
Remove Rune Forging amul	1			100	18	202	133		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-133	-133	regen-mana			-40	-40																r05																													r05																													0
Remove Rune Forging amul	1			100	18	202	134		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-134	-134	dmg-to-mana			-40	-40																r06																													r06																													0
Remove Rune Forging amul	1			100	18	202	135		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-135	-135	res-pois			-40	-40																r07																													r07																													0
Remove Rune Forging amul	1			100	18	202	136		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-136	-136	res-fire			-40	-40																r08																													r08																													0
Remove Rune Forging amul	1			100	18	202	137		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-137	-137	res-ltng			-40	-40																r09																													r09																													0
Remove Rune Forging amul	1			100	18	202	138		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-138	-138	res-cold			-40	-40																r10																													r10																													0
Remove Rune Forging amul	1			100	18	202	139		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-139	-139	thorns			-250	-250																r11																													r11																													0
Remove Rune Forging amul	1			100	18	202	190		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-190	-190	red-dmg			-15	-15																r12																													r12																													0
Remove Rune Forging amul	1			100	18	202	141		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-141	-141	balance2			-20	-20																r13																													r13																													0
Remove Rune Forging amul	1			100	18	202	191		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-191	-191	regen			-75	-75																r14																													r14																													0
Remove Rune Forging amul	1			100	18	202	143		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-143	-143	ease			-15	-15																r15																													r15																													0
Remove Rune Forging amul	1			100	18	202	144		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-144	-144	vit			-50	-50																r16																													r16																													0
Remove Rune Forging amul	1			100	18	202	145		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-145	-145	enr			-50	-50																r17																													r17																													0
Remove Rune Forging amul	1			100	18	202	146		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-146	-146	dex			-50	-50																r18																													r18																													0
Remove Rune Forging amul	1			100	18	202	147		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-147	-147	str			-50	-50																r19																													r19																													0
Remove Rune Forging amul	1			100	18	202	192		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-192	-192	gold%			-50	-50																r20																													r20																													0
Remove Rune Forging amul	1			100	18	202	149		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-149	-149	ac%			-35	-35																r21																													r21																													0
Remove Rune Forging amul	1			100	18	202	150		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-150	-150	res-all			-20	-20																r22																													r22																													0
Remove Rune Forging amul	1			100	18	202	193		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-193	-193	cast2			-20	-20																r23																													r23																													0
Remove Rune Forging amul	1			100	18	202	152		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-152	-152	mag%			-35	-35																r24																													r24																													0
Remove Rune Forging amul	1			100	18	202	153		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-153	-153	res-pois-max			-3	-3																r25																													r25																													0
Remove Rune Forging amul	1			100	18	202	154		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-154	-154	res-fire-max			-3	-3																r26																													r26																													0
Remove Rune Forging amul	1			100	18	202	155		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-155	-155	res-cold-max			-3	-3																r27																													r27																													0
Remove Rune Forging amul	1			100	18	202	156		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-156	-156	res-ltng-max			-3	-3																r28																													r28																													0
Remove Rune Forging amul	1			100	18	202	157		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-157	-157	mana%			-15	-15																r29																													r29																													0
Remove Rune Forging amul	1			100	18	202	158		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-158	-158	red-dmg%			-10	-10																r30																													r30																													0
Remove Rune Forging amul	1			100	18	202	159		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-159	-159	hp%			-15	-15																r31																													r31																													0
Remove Rune Forging amul	1			100	18	202	160		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-160	-160	nofreeze			-1	-1																r32																													r32																													0
Remove Rune Forging amul	1			100	18	202	161		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-161	-161	hp/lvl		-8																		r33																													r33																													0
Remove Rune Forging amul	1			100	18	202	162		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-162	-162	mana/lvl		-8																		r34																													r34																													0
Remove Rune Forging amul	1			100	18	202	163		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-163	-163	str/lvl		-8																		r35																													r35																													0
Remove Rune Forging amul	1			100	18	202	164		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-164	-164	dex/lvl		-8																		r36																													r36																													0
Remove Rune Forging amul	1			100	18	202	165		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-165	-165	vit/lvl		-8																		r37																													r37																													0
Remove Rune Forging amul	1			100	18	202	166		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-166	-166	enr/lvl		-8																		r38																													r38																													0
Remove Rune Forging amul	1			100	18	202	167		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-167	-167	res-fire/lvl		-6																		r39																													r39																													0
Remove Rune Forging amul	1			100	18	202	168		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-168	-168	res-cold/lvl		-6																		r40																													r40																													0
Remove Rune Forging amul	1			100	18	202	169		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-169	-169	res-pois/lvl		-6																		r41																													r41																													0
Remove Rune Forging amul	1			100	18	202	170		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-170	-170	res-ltng/lvl		-6																		r42																													r42																													0
Remove Rune Forging amul	1			100	18	202	194		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-194	-194	ac/lvl		-40																		r43																													r43																													0
Remove Rune Forging amul	1			100	18	202	195		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-195	-195	thorns/lvl		-80																		r44																													r44																													0
Remove Rune Forging amul	1			100	18	202	173		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-173	-173	all-stats			-35	-35																r45																													r45																													0
Remove Rune Forging amul	1			100	18	202	196		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-196	-196	allskills			-1	-1	abs-mag%			-3	-3											r84																													r84																													0
Remove Rune Forging amul	1			100	18	202	197		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-197	-197	allskills			-1	-1	abs-fire%			-3	-3											r85																													r85																													0
Remove Rune Forging amul	1			100	18	202	198		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-198	-198	allskills			-1	-1	abs-cold%			-3	-3											r86																													r86																													0
Remove Rune Forging amul	1			100	18	202	199		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-199	-199	allskills			-1	-1	nofreeze			-1	-1											r87																													r87																													0
Remove Rune Forging amul	1			100	18	202	200		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-200	-200	allskills			-1	-1	gold%			-100	-100											r88																													r88																													0
Remove Rune Forging amul	1			100	18	202	201		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-201	-201	allskills			-1	-1	red-mag			-50	-50											r89																													r89																													0
Remove Rune Forging amul	1			100	18	202	202		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-202	-202	allskills			-1	-1	regen			-250	-250											r90																													r90																													0
Remove Rune Forging amul	1			100	18	202	203		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-203	-203	allskills			-1	-1	abs-ltng%			-3	-3											r91																													r91																													0
Remove Rune Forging amul	1			100	18	202	204		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-204	-204	allskills			-1	-1	red-dmg			-50	-50											r92																													r92																													0
Remove Rune Forging amul	1			100	18	202	205		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-205	-205	allskills			-1	-1	red-dmg%			-10	-10											r93																													r93																													0
Remove Rune Forging amul	1			100	18	202	206		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-206	-206	allskills			-1	-1	hp%			-15	-15											r94																													r94																													0
Remove Rune Forging amul	1			100	18	202	207		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-207	-207	allskills			-1	-1	mana%			-15	-15											r95																													r95																													0
Remove Rune Forging amul	1			100	18	202	208		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-208	-208	allskills			-1	-1	rep-dur		-20													r96																													r96																													0
Remove Rune Forging amul	1			100	18	202	209		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-209	-209	allskills			-1	-1	addxp			-15	-15											r97																													r97																													0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an3	gem0					void																																																																																							0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an4	gem0					void																																																																																							0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an5	gem0					void																																																																																							0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an6	gem0					void																																																																																							0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an7	gem0					void																																																																																							0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an8	gem0					void																																																																																							0
Trap Aura Forging Crf Amu	1			100					3	"amul,crf"	an9	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an3	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an4	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an5	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an6	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an7	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an8	gem0					void																																																																																							0
Trap Aura Forging Spellcasters Aide	1			100					3	Spellcasters Aide	an9	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an3	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an4	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an5	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an6	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an7	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an8	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Fire	1			100					3	Lich King Essence Fire	an9	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an3	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an4	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an5	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an6	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an7	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an8	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Cold	1			100					3	Lich King Essence Cold	an9	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an3	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an4	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an5	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an6	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an7	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an8	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Lightning	1			100					3	Lich King Essence Lightning	an9	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an3	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an4	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an5	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an6	gem0					void																																																																																							0
