index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Izeal's Vise	499	0	1			1	1	79	75	yul	Ceremonial Armor		13	45000	whit	whit		invfulu				tinkerflag2		25	35	ac		400	800	allskills		1	1	ease		-30	-30	sock		2	2	aura	Conviction	5	25	ignore-undead-resist		1	1	dmg-fire		333	666	dmg-cold	225	444	555	dmg-ltng		1	999	gethit-skill	SNova	50	50						0
Silvasa's Dress	500	0	1			1	1	82	77	ylv	Sylvan Chain		13	45000				invsilvasa				tinkerflag2		25	35	pierce		100	100	dmg-min		50	100	ease		200	200	ignore-ac		1	1	reduce-ac		200	200	swing2		40	60	hit-skill	Inner Sight	2	15	move2		50	75	dex		10	50										0
The Guardian of Time	501	0	1			1	1	84	80	yar	Archaic Armor		13	45000	whit	whit						tinkerflag2		25	35	move3		60	60	swing3		60	60	block3		60	60	balance3		60	60	cast3		60	60	allskills		3	3	ac%		300	300	hit-skill	Time Stop	5	60	addxp		10	50										0
Romanary Pelt	502	0	1			1	1	3	2	buc	Buckler		6	10000	whit	whit		invbucu				tinkerflag2		25	35	cast3		20	30	str		20	20	dex		20	20	hp		50	50	mana		50	50	swing3		15	30	ac/lvl	4																				0
Stargate	503	0	1			1	1	12	9	sml	Small Shield		7	15000	lgry	lgry		invsmlu				tinkerflag2		25	35	gethit-skill	Teleport	20	10	gethit-skill	Blade Nova	20	10	red-dmg%		5	10	hp		10	40	res-all		15	25	res-mag		20	30																						0
Mercenary's Brace	504	0	1			1	1	18	13	lrg	Large Shield		7	15000	dgry			invlrgu				tinkerflag2		25	35	res-cold		35	35	res-fire		35	35	res-ltng		35	35	block		1	3	balance2		30	30	str/lvl	8			hp/lvl	16			block2		30	30														0
Spikes of Rajamir	505	0	1			1	1	20	15	spk	Spiked Shield		8	20000	lred	lred		invspku				tinkerflag2		25	35	thorns		150	300	block3		40	40	red-dmg		5	15	res-all		30	30	thorns/lvl	80			skill	Thorns	3	6	lifesteal		2	5																		0
Raven's Shield	506	0	1			1	1	23	17	kit	Kite Shield		8	20000	blac	blac		invkitu				tinkerflag2		25	35	allskills		1	1	ac-miss			100	regen-mana		10	20	light		3	3	block1		10	20	skill	Raven	2	5	mana		15	45	hp/lvl	12			res-all		20	20	move2		20	20						0
Skullbear's Soul	507	0	1			1	1	27	20	bsh	Bone Shield		8	20000	lgld	dgld		invbshu				tinkerflag2		25	35	block		20	20	res-pois		60	60	hp		15	30	dex		15	30	mana		15	30	regen-mana		20	40	regen		10	20	ac/lvl	2			res-fire		20	20	cast1		40	40	oskill	Warmth	1	1		0
Stormwynd's Mania	508	0	1			1	1	26	19	tow	Tower Shield		8	20000	cblu	dblu		invtowu				tinkerflag2		25	35	ac		20	60	allskills		1	1	str		20	30	block2		15	30	dmg-ac		-10	-10	ac/lvl	8			sock		2	2	swing2		30	30														0
Phrozen Heart	509	0	1			1	1	38	28	fts	Fortress Shield		9	25000	lblu	dblu		invkit				tinkerflag2		25	35	res-cold		50	50	res-cold-max		1	3	nofreeze		1	1	coldskill		2	2	gethit-skill	Frost Nova	25	30	dmg-cold/lvl	16			res-fire		50	50	res-fire-max		1	3														0
Defender of Justice	510	0	1			1	1	35	26	gts	Gothic Shield		9	25000	dblu	dblu		invgtsu				tinkerflag2		25	35	ac		55	55	allskills		1	1	block		1	2	dex		25	30	block3		40	40	res-all		30	50	skilltab	11	1	3																		0
The Deflector	511	0	1			1	1	36	28	xuc	Defender		9	25000	dred	dred		invbucu				tinkerflag2		25	35	ac%		100	200	block		1	3	block3		20	20	red-dmg		15	15	res-fire		40	40	res-ltng		40	40	res-cold		40	40	thorns/lvl	80																0
Karcheus Ward	512	0	1			1	1	39	31	xml	Round Shield		9	25000	lblu	lblu		invelzix				tinkerflag2		25	35	ac%		50	100	hp		30	30	mana		30	30	res-cold-max		1	5	res-cold		30	30	res-all		30	30	nofreeze		1	1	ac/lvl	6			gethit-skill	Glacial Spike	25	35	dmg-cold	150	250	300	sock		1	1		0
The Face of the Sun	513	0	1			1	1	43	35	xrg	Scutum		10	30000	oran	oran		invlrgu				tinkerflag2		25	35	light		10	15	res-fire-max		1	5	res-fire		60	60	res-ltng		20	20	block		1	2	block3		20	30	stupidity		2	2	gethit-skill	Fist of the Heavens	25	35	ac/lvl	8			extra-mag2		5	10						0
Spikewall	514	0	1			1	1	43	35	xpk	Barbed Shield		10	30000	lred	lred		invspku				tinkerflag2		25	35	deadly		15	30	crush		15	30	lifesteal		5	8	manasteal		5	8	thorns		250	500	thorns/lvl	80			dmg%		35	70	sock		2	2	charged	Spirit of Nature	30	15										0
The Shield of Pain	515	0	1			1	1	46	38	xit	Dragon Shield		10	30000	blac			invkitu				tinkerflag2		25	35	red-dmg%		40	50	regen		-100	-100	ac/lvl	24			ac%		100	150	curse-res		40	50																										0
Tortured Souls	516	0	1			1	1	49	41	xsh	Grim Shield		10	30000	blac	blac		invbshu				tinkerflag2		25	35	allskills		0	2	passive-summ-elemental-resist		10	20	regen		-5	-5	extra-summ		10	20	cast3		30	40	res-all		20	30	abs-mag%		1	3	sock		1	1	mana		20	30										0
Wall of the Ancient Oak	517	0	1			1	1	52	44	xow	Pavise		11	35000	lgrn			invtowu				tinkerflag2		25	35	balance3		30	30	manasteal		5	10	str		20	20	res-pois-max		1	5	res-pois		75	75	res-pois-len		75	75	red-dmg%		10	20	sock		2	2	ac%		70	120	strpercent		10	20						0
Link's Mirror	518	0	1			1	1	58	54	xft	Reflection Shield		11	35000	lblu	lblu						tinkerflag2		25	35	gethit-skill	Frozen Orb	10	40	gethit-skill	Rain of Fire	10	40	gethit-skill	Chain Lightning	10	40	red-dmg%		10	20	pierce-fire		10	15	pierce-cold		10	15	pierce-ltng		10	15	balance2		50	50	res-all		30	40										0
Mithril Shield	519	0	1			1	1	58	50	xts	Ancient Shield		11	35000	whit	whit		invgtsu				tinkerflag2		25	35	ac%		50	150	red-dmg		25	25	block		1	3	ease		-50	-50	res-all		40	40	red-mag		25	25	move1		25	25	ac		200	300														0
Lady Raven's Power	520	0	1			1	1	80	64	yuc	Petrified Buckler		13	45000	lred	lred		invladyraven				tinkerflag2		25	35	passive-summ-life		10	30	passive-summ-elemental-resist		10	30	passive-summ-phys-resist		5	15	allskills		0	2	res-all		15	30	cast2		30	30	enepercent		5	20																		0
Elzix's Treasure	521	0	1			1	1	69	58	yml	Desert Shield		12	40000	oran	oran		invelzix				tinkerflag2		25	35	mag%		100	100	oskill	Find Potion	1	10	oskill	Find Item	1	10	block1		-20	-20	gold%		100	100	mag%/lvl	8			gold%/lvl	8																				0
Cyclop's Protector	522	0	1			1	1	71	62	yrg	Giant Buckler		13	45000	lblu			invcyclop				tinkerflag2		25	35	red-dmg%		20	20	block2		30	30	oskill	Spirit of Nature	5	10	enr		10	40	sock		3	3	ac%		100	175	passive-summ-life		10	50																		0
The Seduction of Pain	523	0	1			1	1	79	66	ypk	Thorned Shield		13	45000	blac			invspku				tinkerflag2		25	35	ac%		80	120	block2		30	30	oskill	Pierce	5	10	lifesteal		10	10	manasteal		10	10	thorns/lvl	20			dmg/lvl	8			oskill	Claw Mastery	2	5	swing2		30	30	aura	Thorns	30	30						0
Dragon's Breach	524	0	1			1	1	73	70	yit	Military Shield		13	45000	cred	cred		invkitu				tinkerflag2		25	35	skill	Smite	20	30	dmg-fire		750	1000	pierce-fire		10	15	hit-skill	Fire Wall	3	50	skill	Fanatic Swing	10	20	swing2		30	40	res-fire-max		1	5	res-fire		60	60	enepercent		10	30										0
Icon of Sin	525	0	1			1	1	79	68	ysh	Demon Shield		13	45000	blac			invbshu				tinkerflag2		25	35	ac%		50	100	allskills		2	2	red-dmg%		10	20	cast2		50	50	dmg-to-mana		300	300	mana-kill		40	60	res-pois		50	50	res-cold		50	50	oskill	Warmth	1	1										0
The Barricade	526	0	1			1	1	81	72	yow	Royal Guard		13	45000	dgry	dgry		invtowu				tinkerflag2		25	35	gethit-skill	Bone Wall	25	60	hit-skill	Teeth	5	60	kill-skill	Hells Gate	20	55	res-all		40	50	res-all-max		1	2	extra-mag2		10	30	red-dmg%		10	15	balance2		50	50	block2		50	50										0
Guardian Angel	527	0	1			1	1	84	75	yft	Ceremonial Shield		13	45000	whit	whit						tinkerflag2		25	35	ac		200	200	gethit-skill	Time Stop	50	20	light		20	25	block3		30	30	balance3		30	30	allskills		0	2	abs-fire%		1	5	abs-cold%		1	5	abs-ltng%		1	5	red-dmg		50	75						0
Stonewall	528	0	1			1	1	80	73	yts	Body Shield		13	45000	dgry	dgry		invgtsu				tinkerflag2		25	35	ac		200	300	block		5	5	block3		60	60	indestruct		1	1	skilltab	11	2	7	strpercent		15	30	aura	Defiance	10	20	str		50	100	gethit-skill	Bone Armor	17	45										0
Leather of Luck	529	0	1			1	1	7	5	lgl	Gloves		6	10000	cblu	cblu						tinkerflag2		25	35	att%			100	mag%		50	150	gold%		50	150																																		0
Hand of Grog	530	0	1			1	1	12	9	vgl	Heavy Gloves		7	15000	oran	oran						tinkerflag2		25	35	balance1		10	10	mana		10	20	hp		15	30	swing2		30	30	str		10	15	sock		1	1																						0
Gloves of Firebrand	531	0	1			1	1	20	15	mgl	Bracers		8	20000	lred	lred						tinkerflag2		25	35	res-fire-max		1	3	res-fire		30	60	swing2		20	20	dmg-fire/lvl	16			hit-skill	Flameburst	5	12	dmg-fire		25	50																						0
Darkflight Hand	532	0	1			1	1	31	23	tgl	Light Gauntlets		9	25000	lgry	lgry						tinkerflag2		25	35	hit-skill	Arrow Hit Skill	4	15	att%		15	30	half-freeze		1	1	skilltab	0	1	2	swing2		20	20	dmg-cold/lvl	20			pierce-cold		4	8																		0
Heartrand's Gaunts	533	0	1			1	1	39	29	hgl	Gauntlets		9	25000	dred	dred						tinkerflag2		25	35	ac		40	40	dmg-max		5	25	red-dmg		2	4	res-pois		50	50	hp		30	60	deadly		20	40	dmg-min		5	25																		0
Fireheart's Hand	534	0	1			1	1	40	29	irg	Iron Guards		10	30000	cred	cred						tinkerflag2		25	35	fireskill		1	1	dmg-fire		15	35	abs-fire%		1	5	pierce-fire		10	15	cast2		30	30	mana%		25	25																						0
Hands of the Assassin	535	0	1			1	1	37	29	xlg	Demonhide Gloves		9	25000	blac	blac						tinkerflag2		25	35	stamdrain		50	100	deadly		50	100	dmg-pois	50	1280	2560	dmg-pois/lvl	80			crush		10	40	ass		1	1	sock		1	1																		0
Gloves of Nor Tiraj	536	0	1			1	1	39	32	xvg	Sharkskin Gloves		9	25000	lgry	lgry						tinkerflag2		25	35	res-all		30	30	cast3		20	20	extra-mag2		10	15	extra-summ		5	15	manasteal		4	8	ac		25	50	mana		25	50																		0
Shiva's Touch	537	0	1			1	1	44	36	xmg	Heavy Bracers		10	30000	dblu	dblu						tinkerflag2		25	35	res-cold		25	75	res-cold-max		1	3	att%		15	30	dmg-cold/lvl	16			hit-skill	Glacial Spike	5	40	dmg-cold	250	250	350	swing1		20	20	pierce-cold		10	15														0
Runefusion	538	0	1			1	1	50	42	xtg	Battle Guantlets		11	35000	dpur	dpur						tinkerflag2		25	35	allskills		1	1	skilltab	3	1	1	skilltab	8	1	1	skilltab	17	1	1	skilltab	18	1	1	res-all		15	15	regen-mana		20	40	hp		30	60	trap-limit		1	1										0
Suffocation of Indifference	539	0	1			1	1	55	47	xhg	War Gauntlets		11	35000	cred	cred						tinkerflag2		25	35	lifesteal		5	8	manasteal		5	8	balance2		20	20	slow		15	20	dmg/lvl	8			ac%		80	140	str/lvl	4																				0
Lockheart's Grip	540	0	1			1	1	56	55	xig	Imperial Guards		11	35000	dgry	dgry						tinkerflag2		25	35	ac		25	75	swing2		30	30	reduce-ac		50	50	dmg-norm		20	30	ac%		100	200	red-dmg%		5	10	dexpercent		10	20																		0
Gloves of the Dark Mage	541	0	1			1	1	76	58	ylg	Spellcaster Gloves		13	45000	blac	blac						tinkerflag2		25	35	allskills		1	1	cast2		30	30	enepercent		5	20	mana%		5	20	hit-skill	Lower Resist	4	26	sock		2	2																						0
The Hands of Atlas	542	0	1			1	1	77	60	yvg	Viper Hands		13	45000	dgry	dgry						tinkerflag2		25	35	str		50	50	crush		40	40	ac%		60	110	res-all		15	25	dmg-max		25	50	hit-skill	Weaken	2	51	deadly		10	40																		0
Death's Grip	543	0	1			1	1	83	62	ymg	Sepulcher Gloves		13	45000	blac	blac						tinkerflag2		25	35	freeze		2	2	dmg-cold	500	400	500	lifesteal		12	24	mana-kill		20	30	ignore-ac		1	1	dmg-cold/lvl	80			swing2		30	30	res-cold		75	75	pierce-cold		10	20										0
Iron Fist	544	0	1			1	1	74	65	ytg	Gladiator Bracers		13	45000	dgry	dgry						tinkerflag2		25	35	ac%		40	60	ac		100	120	red-dmg%		10	15	kill-skill	Bash	8	30	heal-kill		50	50	allskills		1	1	vitpercent		10	20	str		50	50														0
Herculean Grip	545	0	1			1	1	79	68	yhg	Titan Bracers		13	45000	lgry	lgry						tinkerflag2		25	35	str		30	40	crush		40	40	deadly		40	40	vit		30	40	ac%		40	80	swing3		40	40	hit-skill	Static Field	8	25																		0
Greiz's Legion	546	0	1			1	1	80	73	yig	Royal Guards		13	45000	oran	oran						tinkerflag2		25	35	passive-summ-life		10	30	extra-summ		10	20	balance1		30	30	aura	Resist Fire	5	15	ac%		150	200	hp/lvl	8			mana/lvl	8			allskills		1	1	oskill	BloodGolem	10	20	oskill	Golem Mastery	5	15						0
Boots of Firewalk	547	0	1			1	1	7	5	lbt	Leather Boots		6	10000	cred	cred						tinkerflag2		25	35	abs-fire		5	15	res-fire		20	60	hp		15	30	skill	Blaze	1	4	ac		4	8	move1		30	30																						0
Icelander's Wear	548	0	1			1	1	12	9	vbt	Heavy Boots		7	15000	dblu	dblu						tinkerflag2		25	35	res-cold		30	60	nofreeze		1	1	hp		10	30	ac/lvl	8			res-cold/lvl	8			swing1		10	10	move2		20	20																		0
Orcish Walkgarb	549	0	1			1	1	20	15	mbt	Chain Boots		8	20000	lgrn	lgrn						tinkerflag2		25	35	deadly		10	30	move2		30	30	dex		10	10	str		10	10	ac-hth		25	75	str/lvl	2			res-ltng		30	30																		0
Vindalay's Sole	550	0	1			1	1	30	22	tbt	Light Plate Boots		9	25000	dgry	dgry						tinkerflag2		25	35	stamdrain		30	60	cast3		20	30	move2		40	40	res-pois		20	30	gold%		30	60	oskill	Dodge	1	1	oskill	Avoid	1	1																		0
Lightmaster's Walk	551	0	1			1	1	39	29	hbt	Greaves		9	25000	dgrn	dgrn						tinkerflag2		25	35	ac		10	10	move3		30	30	regen-stam		30	60	res-all		30	30	all-stats		10	20	ac/lvl	8																								0
Zhoul's Slippers	552	0	1			1	1	31	23	dbt	Dimensional Boots		9	25000	lgry	lgry						tinkerflag2		25	35	red-dmg		10	15	red-mag		10	15	move2		30	30	enr		5	15	extra-summ		10	15	nec		1	1	ass		1	1	oskill	FireGolem	2	5	oskill	Clay Golem	2	5	oskill	Golem Mastery	2	5						0
Demonspeed	553	0	1			1	1	37	29	xlb	Demonhide Boots		9	25000	lred	lred						tinkerflag2		25	35	red-mag		4	8	move3		50	50	balance3		30	30	ac		10	30	sock		2	2	gethit-skill	Blaze	25	30	res-fire/lvl	4			pierce-fire		10	15														0
Flickerheel	554	0	1			1	1	40	32	xvb	Sharkskin Boots		10	30000	cred	cred						tinkerflag2		25	35	dmg-ltng		1	500	dex		30	30	res-ltng		30	70	move2		30	30	dmg-ltng/lvl	40			kill-skill	Chain Lightning	20	30	pierce-ltng		10	15	lightningskill		1	1														0
Chillcobble	555	0	1			1	1	44	36	xmb	Mesh Boots		10	30000	cblu	cblu						tinkerflag2		25	35	res-cold		30	70	res-cold-max		1	3	nofreeze		1	1	mana		40	40	dmg-cold/lvl	32			gethit-skill	Frost Nova	50	40	dmg-cold	200	200	250	pierce-cold		10	15	move2		30	30	coldskill		1	1						0
Boots of the Valiant	556	0	1			1	1	50	42	xtb	Battle Boots		11	35000	whit	whit						tinkerflag2		25	35	ac%		50	150	stamdrain		50	50	deadly/lvl	4			crush/lvl	2			move1		30	30	ac-hth		150	250	swing2		30	30	strpercent		10	30														0
Haste of Athulua	557	0	1			1	1	55	47	xhb	War Boots		11	35000	dgld	dgld						tinkerflag2		25	35	res-ltng		50	50	ignore-ac		1	1	move3		40	40	balance1		20	20	dex		10	20	dexpercent		10	30	oskill	Increased Speed	1	1	hit-skill	Quickness	10	25	slow		10	20										0
Wren's Reinforced Tech Boots	558	0	1			1	1	61	53	xbt	Mystile Boots		12	40000	dgry	dgry						tinkerflag2		25	35	hit-skill	Arrow Hit Skill	5	40	heal-kill		25	50	mana-kill		25	50	move2		50	50	pierce-fire		5	10	pierce-cold		5	10	pierce-ltng		5	10	res-all		10	25														0
Heart of the Moon	559	0	1			1	1	69	67	ylb	Rogue Boots		12	40000	lgry	lgry						tinkerflag2		25	35	extra-mag2		10	20	gethit-skill	Poison Mastery	15	56	move2		40	40	enepercent		10	20	oskill	Magic Arrow	5	10	red-dmg%		10	10																						0
Boots of the Serpent	560	0	1			1	1	70	71	yvb	Viper Boots		13	45000	dgrn	dgrn						tinkerflag2		25	35	res-ltng		50	50	res-pois		50	50	res-cold		50	50	kill-skill	Poison Explosion	15	52	pierce-pois		10	20	deadly		30	30	move2		30	30	dmg-pois	50	7680	15360														0
Boots of Aether	561	0	1			1	1	71	62	ymb	Sepulcher Boots		13	45000	blac	blac						tinkerflag2		25	35	ac		-149	-149	indestruct		1	1	dex/lvl	8			move2		60	60	dexpercent		10	30	dex		60	60	oskill	Dodge	1	3	pierce		50	100	red-dmg%		-10	-10										0
Hermes' Gift	562	0	1			1	1	73	70	ytb	Plated Boots		13	45000	dgry	dgry						tinkerflag2		25	35	aura	Vigor	5	15	stam		200	400	stam/lvl	32			move1		50	50	allskills		1	1	res-fire		25	25	res-cold		25	25	res-ltng		25	25														0
The Heel of Blood	563	0	1			1	1	77	68	yhb	Gladiator Boots		13	45000	cred	cred						tinkerflag2		25	35	rip		1	1	dmg%		150	300	crush		33	33	move2		30	30	deadly		33	33	ease		100	100	regen		-200	-200	heal-kill		100	100	lifesteal		10	10										0
Spirits of the Dead	564	0	1			1	1	81	73	ybt	Spirit Boots		13	45000	blac	blac						tinkerflag2		25	35	move2		30	30	extra-summ		10	30	skilltab	8	1	2	oskill	Summon Resist	1	2	skill	Golem Mastery	3	10	skill	Skeleton Mastery	3	10	ease		-75	-75	skill	Feral Mastery	3	10	mana		50	150										0
Imperial Sash	565	0	1			1	1	10	7	lbl	Sash		7	15000	cgrn	cgrn						tinkerflag2		25	35	res-all		10	25	mana		10	20	hp		10	20	str		6	12	mana/lvl	12			hp/lvl	12																								0
Raimen's Belt of Fear	566	0	1			1	1	16	12	vbl	Light Belt		7	15000	blac	blac						tinkerflag2		25	35	ac		18	18	hit-skill	Terror	10	20	thorns		20	40	red-dmg%		5	10	res-pois		15	30	str/lvl	2			ac/lvl	12			passive-summ-elemental-resist		5	15														0
Glowharness	567	0	1			1	1	27	20	mbl	Belt		8	20000	lyel	lyel						tinkerflag2		25	35	cast3		30	30	hp%		15	15	res-all		20	20	mana		10	30	hp		10	30	ltng-min		1	4	dmg-ltng/lvl	48			gethit-skill	SNova	10	15	ltng-max		100	150										0
Blustone's Belt	568	0	1			1	1	36	27	tbl	Heavy Belt		9	25000	lblu	lblu						tinkerflag2		25	35	ac		15	45	nofreeze		1	1	res-cold		40	40	str		15	25	dmg-cold	200	40	50	dmg-cold/lvl	8			gethit-skill	Frost Nova	33	20																		0
Harness of the Gods	569	0	1			1	1	39	29	hbl	Plated Belt		9	25000	dyel	dyel						tinkerflag2		25	35	ac		30	60	allskills		1	1	red-dmg		5	15	dmg-fire		40	60	dex		10	20	res-all		15	20	str		10	20																		0
Goldark's Strap	570	0	1			1	1	32	25	msb	Muscle Belt		9	25000	dgld	dgld						tinkerflag2		25	35	gold%		100	100	indestruct		1	1	str		10	30	sock		2	2	gold%/lvl	16			ac/lvl	8			ease		-100	-100																		0
Smiles of Fortune	571	0	1			1	1	33	29	zlb	Demonhide Sash		9	25000	lgld	lgld						tinkerflag2		25	35	deadly		5	40	crush		5	40	res-all		5	30	gold%		20	200	mag%		20	200	swing1		5	40	lifesteal		3	10	manasteal		3	10														0
Rumour of Pain	572	0	1			1	1	39	32	zvb	Sharkskin Belt		9	25000	dgrn	dgrn						tinkerflag2		25	35	allskills		1	1	ac%		100	150	balance2		10	30	dmg-min		5	15	pierce-fire		5	15	pierce-ltng		5	15	pierce-cold		5	15	pierce-pois		5	15	mana/lvl	2												0
Strap of Cythys	573	0	1			1	1	45	36	zmb	Mesh Belt		10	30000	cgrn	cgrn						tinkerflag2		25	35	dmg-pois	75	1706	3412	hit-skill	Poison Mastery	5	16	pierce-pois		10	15	regen		100	150	res-all		20	20	ac		25	75	res-pois		25	60																		0
Battlecharge	574	0	1			1	1	49	42	ztb	Battle Belt		10	30000	dgry	dgry						tinkerflag2		25	35	move2		30	30	swing2		30	30	balance2		30	30	block2		30	30	lifesteal		6	12	knockback		1	1	str		20	30	strpercent		10	20														0
Timeloop	575	0	1			1	1	55	47	zhb	War Belt		11	35000	dgld	dgld						tinkerflag2		25	35	cast1		30	30	pierce-cold		10	15	slow		20	25	hit-skill	Time Stop	2	30	coldskill		1	1	nofreeze		1	1	freeze		1	1	res-cold		40	40	res-fire		40	40										0
Circle of the Ancients	576	0	1			1	1	63	57	xms	Titan Brace		12	40000	cred	cred						tinkerflag2		25	35	indestruct		1	1	bar		1	1	skill	Axe Swarm	2	7	skill	Whirlwind	2	7	dmg-norm		10	20	res-all		20	35	skill	Double Throw	5	10	strpercent		5	10	dexpercent		5	10	vitpercent		5	10	enepercent		5	10		0
Blazeband	577	0	1			1	1	75	59	alb	Hemp Band		13	45000	oran	oran						tinkerflag2		25	35	fireskill		2	2	dmg-fire		400	500	res-fire/lvl	8			hp%		40	40	gethit-skill	Blaze	25	50	move1		20	20	kill-skill	Fire Wall	20	50	ac		300	300	res-fire-max		1	3	pierce-fire		10	20						0
Band of Constriction	578	0	1			1	1	80	69	avb	Rogue Belt		13	45000	blac	blac						tinkerflag2		25	35	ac		110	160	red-dmg%		10	15	res-all		100	100	regen		-150	-150	stamdrain		-100	-100	mag%		200	200	move2		-30	-30	passive-summ-phys-resist		10	20														0
Laertes' Treasure	579	0	1			1	1	79	64	bmb	Merchant Belt		13	45000	lgld	lgld						tinkerflag2		25	35	mag%/lvl	8			gold%/lvl	16			mag%		50	50	gold%		100	100	sock		2	2	allskills		1	1	ac		120	160	lightningskill		1	1	pierce-ltng		5	10										0
Spartacus' Defense	580	0	1			1	1	74	62	atb	Military Belt		13	45000	cred	cred						tinkerflag2		25	35	ac%		100	150	block		1	3	balance1		40	40	block2		40	40	red-dmg		50	50	oskill	Shade Armor	1	5	gethit-skill	Shout	20	35	red-dmg%		10	20														0
Girdle of Giant Strength	581	0	1			1	1	76	71	ahb	Girdle		13	45000	cred	cred						tinkerflag2		25	35	str		100	100	dmg/lvl	4			red-dmg%		20	20	ease		75	75	strpercent		30	30	res-all		20	20																						0
The Belt of Zeus	582	0	1			1	1	84	73	yms	Gladiator Wrap		13	45000	lpur	lpur						tinkerflag2		25	35	res-ltng-max		2	5	pierce-ltng		10	20	allskills		1	1	extra-ltng		10	30	strpercent		10	10	vitpercent		10	10	res-ltng		75	75	dmg-ltng		1	1000	dmg-ltng/lvl	80			ease		100	100						0
Hinge of Sinnew	583	100	1			1	1	4	7	ba1	Jawbone Cap		6	10000	dgld	dgld						tinkerflag2		25	35	ac%		25	75	red-dmg		5	10	red-mag		5	10	str		15	15	dmg-fire/lvl	20			fire-min		10	25	fire-max		26	50	hp/lvl	8																0
Crusheye	584	100	1			1	1	8	10	ba2	Fanged Helm		6	10000	blac	blac						tinkerflag2		25	35	ac		40	40	ac/lvl	8			ease		10	10	red-dmg%		10	10	half-freeze		1	1	crush		20	40	lifesteal		3	5																		0
The Raging Bull	585	100	1			1	1	16	16	ba3	Horned Helm		7	15000	cred	cred						tinkerflag2		25	35	bar		1	1	hp		20	40	mana		20	40	stam		20	40	str		10	30	skill	Leap Attack	3	6	swing1		30	30	move1		20	20														0
Army of One	586	100	1			1	1	20	19	ba4	Assault Helmet		8	20000	dblu	dblu						tinkerflag2		25	35	res-all		20	20	ac%		50	150	swing2		10	30	hp/lvl	8			balance1		10	10	dmg/lvl	6																								0
The Augmentor	587	100	1			1	1	24	22	ba5	Avenger Guard		8	20000	lgld	lgld						tinkerflag2		25	35	str		15	15	dex		15	15	vit		15	15	enr		15	15	res-all		30	30	lifesteal		5	8	manasteal		5	8	allskills		1	1	regen-mana		30	50										0
Helm of the Dead King	588	100	1			1	1	35	30	ba6	Jawbone Visor		9	25000	whit	whit						tinkerflag2		25	35	dmg-undead		100	200	att-undead		100	200	dmg%		50	75	res-pois		45	75	swing1		20	20	dmg-mag		130	170	hit-skill	Amplify Damage	4	26	extra-mag2		10	20	pierce		25	50										0
Savannah's Pride	589	100	1			1	1	40	34	ba7	Lion Helm		10	30000	oran	oran						tinkerflag2		25	35	ac%		60	110	hp/lvl	8			crush		40	40	deadly		40	40	abs-ltng%		1	5	res-ltng		30	50	move3		40	40																		0
The Crimson Faceplate	590	100	1			1	1	46	33	ba8	Rage Mask		10	30000	cred	cred						tinkerflag2		25	35	swing3		20	40	bar		1	1	ac		25	75	lifesteal		4	7	dmg-fire/lvl	12			dmg-fire		150	200	res-fire		30	50	pierce-fire		10	15	dmg-ltng		1	350	pierce-ltng		10	15						0
Phase Visor	591	100	1			1	1	50	36	ba9	Savage Helmet		11	35000	oran	oran						tinkerflag2		25	35	indestruct		1	1	hit-skill	Nova	1	45	hit-skill	Frost Nova	1	45	hit-skill	Hells Gate	1	45	hit-skill	Poison Nova	1	45	res-all		30	30	sock		2	2	ac%		140	170	skilltab	14	2	3										0
Arreat's Face	592	100	1			1	1	50	42	baa	Slayer Guard		11	35000	blac	blac						tinkerflag2		25	35	bar		1	1	skilltab	12	2	2	balance2		20	20	att%		30	50	str		10	30	dex		10	30	lifesteal		4	6	res-all		20	20	strpercent		10	20	dexpercent		10	20	dmg-norm		10	20		0
Coldfist's Icy Stare	593	100	1			1	1	55	45	bab	Carnage Helm		11	35000	dblu	dblu						tinkerflag2		25	35	ac%		75	150	freeze		3	3	nofreeze		1	1	res-cold/lvl	8			kill-skill	Frozen Orb	5	50	dmg-cold/lvl	80			oskill	370	1	1	oskill	Cold Enchant	10	20	dmg-cold	250	450	500	pierce-cold		10	20						0
Adrenaline Rush	594	100	1			1	1	69	55	bac	Fury Visor		12	40000	dpur	dpur						tinkerflag2		25	35	move3		20	60	swing3		20	60	balance3		20	60	skill	Frenzy	10	10	ac		50	100	bar		1	1	oskill	Blaze	10	20	res-all		20	30	cast2		20	60	block2		20	60	balance2		20	60		0
Wyrm's Wrap	595	100	1			1	1	76	61	bad	Destroyer Helm		13	45000	cgrn	cgrn						tinkerflag2		25	35	hit-skill	Elemental Mastery	6	40	pierce-ltng		10	20	kill-skill	Pole Arm Mastery	10	50	hit-skill	Berserk Fury	2	50	extra-mag2		10	30	pierce		50	100	res-fire		50	70	res-cold		50	70	res-ltng		50	70	dmg-mag		500	1000	dmg-ltng		1	1500		0
