Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Beryl	100	1	1	1		1				2	120	res-pois		5	10									1	dgrn	mcha												0	0	0
Viridian	100	1	1	16		12				2	120	res-pois		11	15									1	dgrn	mcha												0	0	0
Jade	100	1	1	25		18				2	120	res-pois		16	18									1	cgrn	mcha												0	0	0
Emerald	100	1		35		27				2	120	res-pois		19	22									1	cgrn	mcha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		4	7									1	dgrn	scha												0	0	0
Viridian	100	1	1	14		10				2	120	res-pois		8	10									1	dgrn	scha												0	0	0
Jade	100	1	1	27		20				2	120	res-pois		11	12									1	cgrn	scha												0	0	0
Emerald	100	1		40		32				2	120	res-pois		13	14									1	cgrn	scha												0	0	0
Fletcher's	100	1	1	50		42	ama			2	125	skilltab	0	1	1											lcha												0	0	0
Acrobat's	100	1	1	50		42	ama			2	125	skilltab	1	1	1											lcha												0	0	0
Harpoonist's	100	1	1	50		42	ama			2	125	skilltab	2	1	1											lcha												0	0	0
Burning	100	1	1	50		42	sor			2	125	skilltab	3	1	1											lcha												0	0	0
Sparking	100	1	1	50		42	sor			2	125	skilltab	4	1	1											lcha												0	0	0
Chilling	100	1	1	50		42	sor			2	125	skilltab	5	1	1											lcha												0	0	0
Hexing	100	1	1	50		42	nec			2	125	skilltab	6	1	1											lcha												0	0	0
Fungal	100	1	1	50		42	nec			2	125	skilltab	7	1	1											lcha												0	0	0
Graverobber's	100	1	1	50		42	nec			2	125	skilltab	8	1	1											lcha												0	0	0
Lion Branded	100	1	1	50		42	pal			2	125	skilltab	9	1	1											lcha												0	0	0
Captain's	100	1	1	50		42	pal			2	125	skilltab	10	1	1											lcha												0	0	0
Preserver's	100	1	1	50		42	pal			2	125	skilltab	11	1	1											lcha												0	0	0
Expert's	100	1	1	50		42	bar			2	125	skilltab	12	1	1											lcha												0	0	0
Fanatic	100	1	1	50		42	bar			2	125	skilltab	13	1	1											lcha												0	0	0
Sounding	100	1	1	50		42	bar			2	125	skilltab	14	1	1											lcha												0	0	0
Trainer's	100	1	1	50		42	dru			2	125	skilltab	15	1	1											lcha												0	0	0
Spiritual	100	1	1	50		42	dru			2	125	skilltab	16	1	1											lcha												0	0	0
Nature's	100	1	1	50		42	dru			2	125	skilltab	17	1	1											lcha												0	0	0
Entrapping	100	1	1	50		42	ass			2	125	skilltab	18	1	1											lcha												0	0	0
Mentalist's	100	1	1	50		42	ass			2	125	skilltab	19	1	1											lcha												0	0	0
Shogukusha's	100	1	1	50		42	ass			2	125	skilltab	20	1	1											lcha												0	0	0
Dazzling	100	1	1	29		25				2	149	regen-mana		10	15									1	lgry	lcha												0	0	0
Fascinating	100	1	1	50		35				2	149	regen-mana		16	20									1	whit	lcha												0	0	0
Seer's	100	1	1	70		50				2	149	regen-mana		21	40									1	whit	lcha												0	0	0
Seer's	100	1		70		50				2	149	regen-mana		41	60									1	whit	lcha												0	0	0
Dazzling	100	1	1	29		25				2	149	regen-mana		7	11									1	lgry	mcha												0	0	0
Fascinating	100	1	1	50		35				2	149	regen-mana		12	15									1	whit	mcha												0	0	0
Seer's	100	1	1	70		50				2	149	regen-mana		16	30									1	whit	mcha												0	0	0
Seer's	100	1		70		50				2	149	regen-mana		30	45									1	whit	mcha												0	0	0
Dazzling	100	1	1	29		25				2	149	regen-mana		5	7									1	lgry	scha												0	0	0
Fascinating	100	1	1	50		35				2	149	regen-mana		8	10									1	whit	scha												0	0	0
Seer's	100	1	1	70		50				2	149	regen-mana		11	20									1	whit	scha												0	0	0
Seer's	100	1		70		50				2	149	regen-mana		21	30									1	whit	scha												0	0	0
Guardian's	100	1	1	10		4				2	150	ac/lvl	2											1	lgry	lcha												0	0	0
Guardian's	100	1	1	20		11				2	150	ac/lvl	4											1	lgry	lcha												0	0	0
Guardian's	100	1	1	30		18				2	150	ac/lvl	6											1	lgry	lcha												0	0	0
Guardian's	100	1	1	40		25				2	150	ac/lvl	8											1	lgry	lcha												0	0	0
Guardian's	100	1	1	50		31				1	150	ac/lvl	10											1	lgry	lcha												0	0	0
Guardian's	100	1		60		38				1	150	ac/lvl	12											1	lgry	lcha												0	0	0
Guardian's	100	1	1	15		8				2	150	ac/lvl	2											1	lgry	mcha												0	0	0
Guardian's	100	1	1	30		19				2	150	ac/lvl	4											1	lgry	mcha												0	0	0
Guardian's	100	1	1	45		30				2	150	ac/lvl	6											1	lgry	mcha												0	0	0
Guardian's	100	1		60		41				1	150	ac/lvl	8											1	lgry	mcha												0	0	0
Guardian's	100	1	1	32		20				2	150	ac/lvl	2											1	lgry	scha												0	0	0
Guardian's	100	1		64		44				1	150	ac/lvl	4											1	lgry	scha												0	0	0
Assailant's	100	1	1	25		14				2	104	dmg/lvl	1											1	cred	lcha												0	0	0
Assailant's	100	1	1	55		29				2	104	dmg/lvl	2											1	cred	lcha												0	0	0
Assailant's	100	1		85		44				1	104	dmg/lvl	3											1	cred	lcha												0	0	0
Assailant's	100	1	1	45		23				2	104	dmg/lvl	1											1	cred	mcha												0	0	0
Assailant's	100	1		85		46				1	104	dmg/lvl	2											1	cred	mcha												0	0	0
Assailant's	100	1		85		48				1	104	dmg/lvl	1											1	cred	scha												0	0	0
Striker's	100	1	1	10		8				2	152	att/lvl	1											1	lyel	lcha												0	0	0
Striker's	100	1	1	20		15				2	152	att/lvl	4											1	lyel	lcha												0	0	0
Striker's	100	1	1	30		22				2	152	att/lvl	7											1	lyel	lcha												0	0	0
Striker's	100	1	1	40		29				2	152	att/lvl	10											1	lyel	lcha												0	0	0
Striker's	100	1	1	50		35				1	152	att/lvl	13											1	lyel	lcha												0	0	0
Striker's	100	1		60		42				1	152	att/lvl	16											1	lyel	lcha												0	0	0
Striker's	100	1	1	15		12				2	152	att/lvl	1											1	lyel	mcha												0	0	0
Striker's	100	1	1	30		23				2	152	att/lvl	4											1	lyel	mcha												0	0	0
Striker's	100	1	1	45		34				2	152	att/lvl	7											1	lyel	mcha												0	0	0
Striker's	100	1		60		45				1	152	att/lvl	11											1	lyel	mcha												0	0	0
Striker's	100	1	1	32		24				2	152	att/lvl	2											1	lyel	scha												0	0	0
Striker's	100	1		64		48				1	152	att/lvl	5											1	lyel	scha												0	0	0
Clever	100	1	1	10		6				2	153	mana/lvl	1											1	cblu	lcha												0	0	0
Clever	100	1	1	20		13				2	153	mana/lvl	2											1	cblu	lcha												0	0	0
Clever	100	1	1	30		20				2	153	mana/lvl	3											1	cblu	lcha												0	0	0
Clever	100	1	1	40		27				2	153	mana/lvl	4											1	cblu	lcha												0	0	0
Clever	100	1	1	50		33				1	153	mana/lvl	5											1	cblu	lcha												0	0	0
Clever	100	1		60		40				1	153	mana/lvl	6											1	cblu	lcha												0	0	0
Clever	100	1	1	15		10				2	153	mana/lvl	1											1	cblu	mcha												0	0	0
Clever	100	1	1	30		21				2	153	mana/lvl	2											1	cblu	mcha												0	0	0
Clever	100	1	1	45		32				2	153	mana/lvl	3											1	cblu	mcha												0	0	0
Clever	100	1		60		43				1	153	mana/lvl	4											1	cblu	mcha												0	0	0
Clever	100	1	1	32		22				2	153	mana/lvl	1											1	cblu	scha												0	0	0
Clever	100	1		64		46				1	153	mana/lvl	2											1	cblu	scha												0	0	0
Blanched	100	1	1	1		1				8	101	ac		10	40									1	lgry	jewl												0	0	0
Eburin	100	1	1	16		12				8	101	ac		41	80									1	lgry	jewl												0	0	0
Bone	100	1	1	32		24				8	101	ac		81	150									1	whit	jewl												0	0	0
Ivory	100	1		64		56				8	101	ac		151	250									1	whit	jewl												0	0	0
Scarlet	100	1	1	8		6				10	103	dmg-min		1	5									1	dred	jewl												0	0	0
Crimson	100	1	1	38		30				10	103	dmg-min		6	10									1	dred	jewl												0	0	0
Carbuncle	100	1	1	12		9				10	104	dmg-max		1	7									1	dred	jewl												0	0	0
Carmine	100	1	1	35		27				10	104	dmg-max		8	15									1	dred	jewl												0	0	0
Vermillion	100	1		58		45				10	104	dmg-max		16	25									1	dred	jewl												0	0	0
Cinnabar	100	1	1	1		1				12	105	dmg%		6	12									1	dred	jewl												0	0	0
Rusty	100	1	1	13		9				12	105	dmg%		13	25									1	dred	jewl												0	0	0
Realgar	100	1	1	45		37				10	105	dmg%		26	40									1	cred	jewl												0	0	0
Ruby	100	1	1	66		58				8	105	dmg%		41	60									1	cred	jewl												0	0	0
Dun	100	1	1	7		5				10	107	dmg-to-mana		10	20									1	cblu	jewl												0	0	0
Brown	100	1	1	39		31				8	108	regen-stam		15	30									1	lyel	jewl												0	0	0
Chestnut	100	1	1	1		1				8	109	stam		10	15									1	dred	jewl												0	0	0
Maroon	100	1	1	17		12				8	109	stam		16	30									1	dred	jewl												0	0	0
Nickel	100	1	1	1		1				8	110	att		10	20	dmg/lvl	3							1	lgry	jewl												0	0	0
Tin	100	1	1	8		6				8	110	att		21	40	dmg/lvl	3							1	lgry	jewl												0	0	0
Silver	100	1	1	25		18				8	110	att		41	60	dmg/lvl	3							1	lgry	jewl												0	0	0
Argent	100	1		44		36				8	110	att		61	120	dmg/lvl	3							1	lgry	jewl												0	0	0
Bright	100	1	1	1		1				8	112	light		1	1	att/lvl	4							1	whit	jewl												0	0	0
Emerald	100	1	1	16		12				10	114	mag%		10	30									1	cgrn	jewl												0	0	0
Zircon	100	1	1	1		1				10	115	mana		3	16									1	dblu	jewl												0	0	0
Jacinth	100	1	1	28		21				10	115	mana		17	32									1	lblu	jewl												0	0	0
Turquoise	100	1		45		37				10	115	mana		33	64									1	cblu	jewl												0	0	0
Shimmering	100	1	1	16		12				8	116	res-all		5	10									1	dpur	jewl												0	0	0
Scintillating	100	1		34		26				8	116	res-all		11	15									1	lpur	jewl												0	0	0
Lapis Lazuli	100	1	1	2		1				10	117	res-cold		10	20									1	lblu	jewl												0	0	0
Sapphire	100	1	1	19		14				10	117	res-cold		21	40									1	cblu	jewl												0	0	0
Garnet	100	1	1	2		1				10	117	res-fire		10	20									1	lred	jewl												0	0	0
Ruby	100	1	1	18		13				10	117	res-fire		21	40									1	cred	jewl												0	0	0
Camphor	100	1	1	2		1				10	117	res-ltng		10	20									1	lyel	jewl												0	0	0
Ambergris	100	1	1	19		14				10	117	res-ltng		21	40									1	lgld	jewl												0	0	0
Beryl	100	1	1	2		1				10	117	res-pois		10	20									1	lgrn	jewl												0	0	0
Jade	100	1	1	19		14				10	117	res-pois		21	40									1	cgrn	jewl												0	0	0
Aureolin	100	1	1	22		16				10	121	mana-kill		4	12									1	dblu	jewl												0	0	0
Diamond	100	1	1	16		19				8	123	att-demon		50	75	dmg-demon		50	75					1	cred	jewl												0	0	0
Diamond	100	1	1	65		51				8	123	att-demon		76	150	dmg-demon		76	150					1	cred	jewl												0	0	0
Maiden's	100	1	1	72		48	ama			6	125	ama		1	1	jewelflag		1	1							jewl												0	0	0
Monk's	100	1	1	72		48	pal			6	125	pal		1	1	jewelflag		2	2							jewl												0	0	0
Summoner's	100	1	1	72		48	nec			6	125	nec		1	1	jewelflag		3	3							jewl												0	0	0
Angel's	100	1	1	72		48	sor			6	125	sor		1	1	jewelflag		4	4							jewl												0	0	0
Slayer's	100	1	1	72		48	bar			6	125	bar		1	1	jewelflag		5	5							jewl												0	0	0
Shaman's	100	1	1	72		48	dru			6	125	dru		1	1	jewelflag		6	6							jewl												0	0	0
Magekiller's	100	1	1	72		48	ass			6	125	ass		1	1	jewelflag		7	7							jewl												0	0	0
Pearl	100	1	1	8		13				8	142	att-undead		50	75	dmg-undead		50	75					1	lgry	jewl												0	0	0
Pearl	100	1	1	60		46				8	142	att-undead		76	150	dmg-undead		76	150					1	lgry	jewl												0	0	0
Quality	100	1	1	13		9				8	143	att%		10	10	dmg%		8	15					1	blac	jewl												0	0	0
Superior	100	1	1	45		27				8	143	att%		15	15	dmg%		16	30					1	dgry	jewl												0	0	0
Excellent	100	1	1	66		45				4	143	att%		20	20	dmg%		31	45					1	lgry	jewl												0	0	0
Dazzling	100	1	1	29		25				8	144	regen-mana		15	30									1	dgry	jewl												0	0	0
Fascinating	100	1	1	50		50				8	144	regen-mana		31	60									1	blac	jewl												0	0	0
Fascinating	100	1		50		50				8	144	regen-mana		61	120									1	blac	jewl												0	0	0
Colorful	100	1	1	20		15				8	145	dmg-fire		20	45	dmg-cold	150	15	40	dmg-ltng		1	60	1	oran	jewl												0	0	0
Colorful	100	1	1	35		30				8	145	dmg-fire		46	85	dmg-cold	150	41	80	dmg-ltng		1	130	1	oran	jewl												0	0	0
Colorful	100	1		50		45				8	145	dmg-fire		86	155	dmg-cold	150	81	150	dmg-ltng		1	250	1	oran	jewl												0	0	0
Brisk	100	1	1	18		18				8	146	move1		10	10											jewl												0	0	0
Swift	100	1	1	38		25				8	146	move1		15	15											jewl												0	0	0
Strengthening	100	1	1	23		20				8	147	str		10	20									1	dred	jewl												0	0	0
Empowering	100	1	1	40		25				8	147	str		21	30									1	dred	jewl												0	0	0
Titan's	100	1	1	65		50				4	147	str		31	40									1	dred	jewl												0	0	0
Exarch's	100	1		65		50				4	147	str		41	50									1	dred	jewl												0	0	0
Fletcher's	100	1	1	23		20				8	147	dex		10	20									1	dred	jewl												0	0	0
Archer's	100	1	1	40		25				8	147	dex		21	30									1	dred	jewl												0	0	0
Thief's	100	1	1	65		50				4	147	dex		31	40									1	dred	jewl												0	0	0
Assassin's	100	1		65		50				4	147	dex		41	50									1	dred	jewl												0	0	0
Scholar's	100	1	1	23		20				8	147	enr		10	20									1	dred	jewl												0	0	0
Sage's	100	1	1	40		25				8	147	enr		21	30									1	dred	jewl												0	0	0
Wizard's	100	1	1	65		50				4	147	enr		31	40									1	dred	jewl												0	0	0
Mystic's	100	1		65		50				4	147	enr		41	50									1	dred	jewl												0	0	0
Bright	100	1	1	16		12				8	148	hp%		5	8									1	cred	jewl												0	0	0
Solar	100	1	1	27		23				8	148	hp%		9	12									1	cred	jewl												0	0	0
Vivid	100	1	1	38		34				4	148	hp%		13	16									1	cred	jewl												0	0	0
Vivid	100	1		38		34				4	148	hp%		17	20									1	cred	jewl												0	0	0
Omniscient	100	1	1	16		12				8	149	mana%		5	8									1	lblu	jewl												0	0	0
Sage	100	1	1	27		23				8	149	mana%		9	12									1	lblu	jewl												0	0	0
Shrewd	100	1	1	38		34				4	149	mana%		13	16									1	lblu	jewl												0	0	0
Shrewd	100	1		38		34				4	149	mana%		17	20									1	lblu	jewl												0	0	0
Crystal	100	1	1	21		20				8	150	red-dmg		4	10									1	cred	jewl												0	0	0
Crystal	100	1	1	50		35				4	150	red-dmg		11	15									1	cred	jewl												0	0	0
Crystal	100	1	1	80		60				1	150	red-dmg		16	25									1	cred	jewl												0	0	0
Brilliant	100	1	1	21		20				8	151	red-mag		4	10									1	cblu	jewl												0	0	0
Brilliant	100	1	1	50		35				4	151	red-mag		11	15									1	cblu	jewl												0	0	0
Brilliant	100	1	1	80		60				1	151	red-mag		16	25									1	cblu	jewl												0	0	0
Vile	100	1	1	6		5				2	152	dmg%/lvl	1											1	dgry	jewl												0	0	0
Vile	100	1	1	12		10				2	152	dmg%/lvl	2											1	dgry	jewl												0	0	0
Vile	100	1	1	24		20				2	152	dmg%/lvl	3											1	dgry	jewl												0	0	0
Vile	100	1	1	48		40				1	152	dmg%/lvl	4											1	dgry	jewl												0	0	0
Vile	100	1		72		60				1	152	dmg%/lvl	5											1	dgry	jewl												0	0	0
Looter's	100	1	1	6		5				2	153	mag%/lvl	1											1	lgld	jewl												0	0	0
Looter's	100	1	1	18		15				2	153	mag%/lvl	2											1	lgld	jewl												0	0	0
Looter's	100	1	1	36		30				2	153	mag%/lvl	3											1	lgld	jewl												0	0	0
Looter's	100	1		54		45				2	153	mag%/lvl	4											1	lgld	jewl												0	0	0
Looter's	100	1		72		60				2	153	mag%/lvl	5											1	lgld	jewl												0	0	0
Knowledgeable	100	1		85		67				12	158	allskills		1	1	jewelflag		8	8					1	whit	jewl												0	0	0
Burning	100	1	1	12	36	10				2	152	fire-min		20	35	fire-max		36	70					1	lred	arrm	boqm											0	0	0
Burning	100	1	1	24	48	20				2	152	fire-min		36	50	fire-max		71	100					1	lred	arrm	boqm											0	0	0
Burning	100	1	1	36		30				2	152	fire-min		51	80	fire-max		101	160					1	dred	arrm	boqm											0	0	0
Burning	100	1	1	48		40				2	152	fire-min		95	170	fire-max		171	320					1	dred	arrm	boqm											0	0	0
Burning	100	1	1	60		50				1	152	fire-min		171	320	fire-max		321	630					1	cred	arrm	boqm											0	0	0
Burning	100	1	1	80		65				1	152	fire-min		321	575	fire-max		631	950					1	cred	arrm	boqm											0	0	0
Freezing	100	1	1	12	36	10				2	153	cold-len		25	35	cold-min		15	30	cold-max		31	60	1	lblu	arrm	boqm											0	0	0
Freezing	100	1	1	24	48	20				2	153	cold-len		35	50	cold-min		30	45	cold-max		61	90	1	lblu	arrm	boqm											0	0	0
Freezing	100	1	1	36		30				2	153	cold-len		50	70	cold-min		46	75	cold-max		91	150	1	dblu	arrm	boqm											0	0	0
Freezing	100	1	1	48		40				2	153	cold-len		70	100	cold-min		76	150	cold-max		151	300	1	dblu	arrm	boqm											0	0	0
Freezing	100	1	1	60		50				1	153	cold-len		100	150	cold-min		151	300	cold-max		301	600	1	cblu	arrm	boqm											0	0	0
Freezing	100	1	1	80		65				1	153	cold-len		150	200	cold-min		301	525	cold-max		601	900	1	cblu	arrm	boqm											0	0	0
Shocking	100	1	1	12	36	10				2	154	ltng-min		1	1	ltng-max		60	100					1	lyel	arrm	boqm											0	0	0
Shocking	100	1	1	24	48	20				2	154	ltng-min		1	1	ltng-max		101	150					1	lyel	arrm	boqm											0	0	0
Shocking	100	1	1	36		30				2	154	ltng-min		1	1	ltng-max		151	250					1	lgld	arrm	boqm											0	0	0
Shocking	100	1	1	48		40				2	154	ltng-min		1	1	ltng-max		251	500					1	lgld	arrm	boqm											0	0	0
Shocking	100	1	1	60		50				1	154	ltng-min		1	1	ltng-max		501	950					1	lgld	arrm	boqm											0	0	0
Shocking	100	1	1	80		65				1	154	ltng-min		1	1	ltng-max		951	1500					1	lgld	arrm	boqm											0	0	0
Toxic	100	1	1	12	36	10				2	155	dmg-pois	50	613	1920									1	lgrn	arrm	boqm											0	0	0
Toxic	100	1	1	24	48	20				2	155	dmg-pois	50	1842	3840									1	lgrn	arrm	boqm											0	0	0
Toxic	100	1	1	36		30				2	155	dmg-pois	50	3685	6399									1	dgrn	arrm	boqm											0	0	0
Toxic	100	1	1	48		40				2	155	dmg-pois	50	6144	7999									1	dgrn	arrm	boqm											0	0	0
Toxic	100	1	1	60		50				1	155	dmg-pois	50	7680	9600									1	cgrn	arrm	boqm											0	0	0
Toxic	100	1	1	80		65				1	155	dmg-pois	50	11520	14400									1	cgrn	arrm	boqm											0	0	0
Colorful	100	1	1	12	36	10				1	156	dmg-fire		17	35	dmg-cold	35	15	30	dmg-ltng		1	50	1	whit	arrm	boqm											0	0	0
Colorful	100	1	1	24	48	20				1	156	dmg-fire		25	50	dmg-cold	50	22	45	dmg-ltng		1	75	1	whit	arrm	boqm											0	0	0
Colorful	100	1	1	36		30				1	156	dmg-fire		40	80	dmg-cold	70	37	75	dmg-ltng		1	125	1	whit	arrm	boqm											0	0	0
Colorful	100	1	1	48		40				1	156	dmg-fire		85	160	dmg-cold	100	75	150	dmg-ltng		1	250	1	whit	arrm	boqm											0	0	0
Colorful	100	1	1	60		50				1	156	dmg-fire		160	315	dmg-cold	150	150	300	dmg-ltng		1	475	1	whit	arrm	boqm											0	0	0
Colorful	100	1	1	80		65				1	156	dmg-fire		285	475	dmg-cold	200	262	450	dmg-ltng		1	750	1	whit	arrm	boqm											0	0	0
Consecrated	100	1	1	12	36	10				2	157	dmg-demon		25	50									1	dred	arrm	boqm											0	0	0
Consecrated	100	1	1	24	48	20				2	157	dmg-demon		51	100									1	dred	arrm	boqm											0	0	0
Consecrated	100	1	1	36		30				2	157	dmg-demon		101	150									1	dred	arrm	boqm											0	0	0
Consecrated	100	1	1	48		40				2	157	dmg-demon		151	200									1	dred	arrm	boqm											0	0	0
Consecrated	100	1	1	60		50				1	157	dmg-demon		201	250									1	dred	arrm	boqm											0	0	0
Consecrated	100	1	1	80		65				1	157	dmg-demon		251	300									1	dred	arrm	boqm											0	0	0
Smiting	100	1	1	12	36	10				2	158	dmg-undead		25	50									1	whit	arrm	boqm											0	0	0
Smiting	100	1	1	24	48	20				2	158	dmg-undead		51	100									1	whit	arrm	boqm											0	0	0
Smiting	100	1	1	36		30				2	158	dmg-undead		101	150									1	whit	arrm	boqm											0	0	0
Smiting	100	1	1	48		40				2	158	dmg-undead		151	200									1	whit	arrm	boqm											0	0	0
Smiting	100	1	1	60		50				1	158	dmg-undead		201	250									1	whit	arrm	boqm											0	0	0
Smiting	100	1	1	80		65				1	158	dmg-undead		251	300									1	whit	arrm	boqm											0	0	0
Jagged	100	1	1	12	36	10				2	159	dmg%		10	20									1	lgld	arrm	boqm											0	0	0
Deadly	100	1	1	24	48	20				2	159	dmg%		21	35									1	lgld	arrm	boqm											0	0	0
Vicious	100	1	1	36		30				2	159	dmg%		36	50									1	lgld	arrm	boqm											0	0	0
Brutal	100	1	1	48		40				2	159	dmg%		51	80									1	lgld	arrm	boqm											0	0	0
Massive	100	1	1	60		50				1	159	dmg%		81	110									1	lgld	arrm	boqm											0	0	0
Savage	100	1	1	80		65				1	159	dmg%		111	150									1	lgld	arrm	boqm											0	0	0
Carbuncle	100	1	1	36	48	30				2	160	dmg-min		1	2									1	lgld	arrm	boqm											0	0	0
Carmine	100	1	1	48		40				2	160	dmg-min		3	5									1	lgld	arrm	boqm											0	0	0
Vermillion	100	1	1	60		50				1	160	dmg-min		6	12									1	lgld	arrm	boqm											0	0	0
Ruthless	100	1	1	80		65				1	160	dmg-min		13	20									1	lgld	arrm	boqm											0	0	0
Fine	100	1	1	36	48	30				2	161	dmg-max		4	7									1	dgld	arrm	boqm											0	0	0
Sharp	100	1	1	48		40				2	161	dmg-max		8	12									1	dgld	arrm	boqm											0	0	0
Merciless	100	1	1	60		50				1	161	dmg-max		13	20									1	dgld	arrm	boqm											0	0	0
Ruthless	100	1	1	80		65				1	161	dmg-max		21	30									1	dgld	arrm	boqm											0	0	0
Azure	100	1	1	12	36	10				4	162	res-cold		5	10									1	dblu	arrm	boqm											0	0	0
Lapis	100	1	1	24		20				4	162	res-cold		11	20									1	dblu	arrm	boqm											0	0	0
Cobalt	100	1	1	36		30				2	162	res-cold		21	30									1	cblu	arrm	boqm											0	0	0
Sapphire	100	1	1	48		40				2	162	res-cold		31	40									1	cblu	arrm	boqm											0	0	0
Crimson	100	1	1	12	36	10				4	163	res-fire		5	10									1	dred	arrm	boqm											0	0	0
Russet	100	1	1	24		20				4	163	res-fire		11	20									1	dred	arrm	boqm											0	0	0
Garnet	100	1	1	36		30				2	163	res-fire		21	30									1	cred	arrm	boqm											0	0	0
Ruby	100	1	1	48		40				2	163	res-fire		31	40									1	cred	arrm	boqm											0	0	0
Tangerine	100	1	1	12	36	10				4	164	res-ltng		5	10									1	dyel	arrm	boqm											0	0	0
Ocher	100	1	1	24		20				4	164	res-ltng		11	20									1	dyel	arrm	boqm											0	0	0
Coral	100	1	1	36		30				2	164	res-ltng		21	30									1	lyel	arrm	boqm											0	0	0
Amber	100	1	1	48		40				2	164	res-ltng		31	40									1	lyel	arrm	boqm											0	0	0
Beryl	100	1	1	12	36	10				4	165	res-pois		5	10									1	dgrn	arrm	boqm											0	0	0
Viridian	100	1	1	24		20				4	165	res-pois		11	20									1	dgrn	arrm	boqm											0	0	0
Jade	100	1	1	36		30				2	165	res-pois		21	30									1	cgrn	arrm	boqm											0	0	0
Emerald	100	1	1	48		40				2	165	res-pois		31	40									1	cgrn	arrm	boqm											0	0	0
Shimmering	100	1	1	24	36	20				4	176	res-all		3	7									1	dgrn	arrm	boqm											0	0	0
Rainbow	100	1	1	36	48	30				4	176	res-all		8	11									1	dgrn	arrm	boqm											0	0	0
Scintillating	100	1	1	48		40				2	176	res-all		12	15									1	cgrn	arrm	boqm											0	0	0
Prismatic	100	1	1	60		50				2	176	res-all		16	20									1	cgrn	arrm	boqm											0	0	0
Prismatic	100	1	1	85		60				1	166	res-all-max		1	2											arrm	boqm											0	0	0
Bronze	100	1	1	12	36	10				4	167	att		30	50									1	dgld	arrm	boqm											0	0	0
Iron	100	1	1	24	48	20				4	167	att		51	75									1	dgry	arrm	boqm											0	0	0
Steel	100	1	1	36	60	30				4	167	att		76	100									1	dgry	arrm	boqm											0	0	0
Silver	100	1	1	48		40				4	167	att		101	150									1	lgry	arrm	boqm											0	0	0
Gold	100	1	1	60		50				2	167	att		151	200									1	lgld	arrm	boqm											0	0	0
Platinum	100	1	1	80		65				2	167	att		201	300									1	whit	arrm	boqm											0	0	0
Quality	100	1	1	13		9				4	168	att%		10	15									1	blac	arrm	boqm											0	0	0
Superior	100	1	1	45		27				4	168	att%		16	25									1	dgry	arrm	boqm											0	0	0
Excellent	100	1	1	66		45				2	168	att%		26	40									1	lgry	arrm	boqm											0	0	0
Meteoric	100	1	1	80		60				2	168	att%		41	100									1	dgry	arrm	boqm						staf	wand	mana			0	0	0
Dummy	100	1	1	1		1				1	101	oskill	406	1	1	vit-h		-790	-790							zcha												0	0	0
Jeweler's	100			66		72				24	122	sock		5	5																							0	0	0
Dummy	100	1	1	1		1				1	101	oskill	437	1	1	oskill	438	1	1	oskill	439	1	1			ycha												0	0	0
Skillful	100	1	1	38		1	ama			2	125	skill-rand	3	6	35											mcha												0	0	0
Skillful	100	1	1	38		1	sor			2	125	skill-rand	3	36	65											mcha												0	0	0
Skillful	100	1	1	38		1	nec			2	125	skill-rand	3	66	95											mcha												0	0	0
Skillful	100	1	1	38		1	pal			2	125	skill-rand	3	96	125											mcha												0	0	0
Skillful	100	1	1	38		1	bar			2	125	skill-rand	3	126	155											mcha												0	0	0
Skillful	100	1	1	38		1	dru			2	125	skill-rand	3	221	250											mcha												0	0	0
Skillful	100	1	1	38		1	ass			2	125	skill-rand	3	251	280											mcha												0	0	0
Maiden's	100	1	1	36		30	ama		18	8	125	ama		1	1											tors												0	0	0
Valkyrie's	100	1	1	70		67	ama		45	5	125	ama		2	2											tors												0	0	0
Valkyrie's	100	1	1	90		75	ama		65	2	125	ama		3	3											tors												0	0	0
Angel's	100	1	1	36		30	sor		18	8	125	sor		1	1											tors												0	0	0
Arch-Angel's	100	1	1	70		67	sor		45	5	125	sor		2	2											tors												0	0	0
Arch-Angel's	100	1	1	90		75	sor		65	2	125	sor		3	3											tors												0	0	0
Summoner's	100	1	1	36		30	nec		18	8	125	nec		1	1											tors												0	0	0
Necromancer's	100	1	1	70		67	nec		45	5	125	nec		2	2											tors												0	0	0
Necromancer's	100	1	1	90		75	nec		65	2	125	nec		3	3											tors												0	0	0
Monk's	100	1	1	36		30	pal		18	8	125	pal		1	1											tors												0	0	0
Priest's	100	1	1	70		67	pal		45	5	125	pal		2	2											tors												0	0	0
Priest's	100	1	1	90		75	pal		65	2	125	pal		3	3											tors												0	0	0
Slayer's	100	1	1	36		30	bar		18	8	125	bar		1	1											tors												0	0	0
Berserker's	100	1	1	70		67	bar		45	5	125	bar		2	2											tors												0	0	0
Berserker's	100	1	1	90		75	bar		65	2	125	bar		3	3											tors												0	0	0
Shaman's	100	1	1	36		30	dru		18	8	125	dru		1	1											tors												0	0	0
Hierophant's	100	1	1	70		67	dru		45	5	125	dru		2	2											tors												0	0	0
Hierophant's	100	1	1	90		75	dru		65	2	125	dru		3	3											tors												0	0	0
