Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
twisterdru	860	1	4	1	5	9																											4								4								6	stun len (0 = skill)			20	20			100				255	255	255	0	0	1	bug	1024	5	5					3	1				1							2											1	1	1						Twister	4																																						96	4			druid_twister								twisterdrubolt							twisterdrubolt				0
twisterdrubolt	861	1		1		9																																											6	stun len (0 = skill)			80	80			3				255	255	255	0	0	1	bug	1024	5	5					3					1		1	1				2											1	1	1						Twister	4																																						96	4			druid_twister																			0
sandstormdru	862	18	10	15					5		1																																										15	15			22		3	4	255	255	255	1	3	1	PotionExplodeDebris01	1024	29	16		1	8	19	3			1		1							2											1	1	1			1			Sandstorm	4		8																																					16			quest_anyaicevent					sandstormdrunova														0
firestormdru	863	5		15					5		1																																														18		5	4	255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3			1									3											1			1		1			Firestorm																																							32	1		41	object_fire_loop_house					sandstormdrunova														0
firestormmakerdru	864	6		23																	4	no light freq																															25	25			30				255	255	255	0	0	0	null	1024	1	16					8			1		1							3											1					1																																											1			object_fire_loop_house					firestormdru							firestormdru							0
volcano debris dru	865	1	55	1	51																																																14	14			16				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16																						1	1			1							1																																											1											volcano small dru							volcano explosion	volcano small dru			0
volcano small dru	866	1		1	1																												7	radius																											0	0	0	0	0	0	Expansion\rock_lava_pool	1024	18	16					3			1									1											1	1	1						Volcano	5	2	8																		fire																		32	1			andariel_fire_loop																			0
thunderlightningmain	867	19	30	15	29	1			2	frequency	24	direction increment									2	frequency	24	direction increment									33	increment							33	increment					85						30	30			14		6		81	81	255	1	0	1	null	1024	16	16					3			1									2				1	1							1	1			1			Axe Mastery	4	32	8		25																ltng																		64	64			sorceress_lightning_1					thunderlightning			thunderlightningfury				thunderlightning			thunderlightningfury				0
thunderlightning	868	1	30	1	29	1																											23	increment							23	increment					85						35	35			7		6		81	81	255	1	0	1	null	1024	16	16					3			1									2				1	1							1	1			1			Axe Mastery	4	32	8		25																ltng																		64	64			sorceress_lightning_1								thunderlightningfury							thunderlightningfury				0
thunderlightningfury	869	1	25	1	20																												8	range (0=skill)	1	max (0 = skill)					8	range (0=skill)	1	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																																										10	64											thunderlightningbolt							thunderlightningbolt				0
thunderlightningbolt	870	1		1		1																																									85						45	45			6				255	255	255	0	0	0	IceArrow	1024	1	16					3			1		1							2				1	1							1	1			1			Axe Mastery	4	32	8		25																ltng																		64	64			sorceress_lightning_1																			0
ancientscall	871	19		15					25	frequency	19	direction increment									25	frequency	19	direction increment																																	5				81	81	255	1	0	1	IceOrb	1024	16	16					3			1		1							1					1								1			1																																											1								ancientscallnova							ancientscallnova							0
ancientscallnova	872	1	4	1	5																												4	64/x = # of missiles							4	64/x = # of missiles															1				255	255	255	0	0	0	null	1024	1	16								1									1				1	1											1																																											1											ancientscallmeteorspawn							ancientscallmeteorspawn				0
ancientscallmeteorspawn	873	1	51	1	45																												1	# of missiles							1	# of missiles											50	50			5				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16								1									1				1	1				1							1																																											1											ancientscallmeteorcenter							ancientscallmeteorcenter				0
ancientscallmeteorcenter	874	9	18	1	14																8	frames	50	fallrate	0	sliderate							4	range (0 = skill)	1	flames increment					1	# submissile1	1	# submissile3	1	# submissile4															255	64	64	0	0	1	null	1024	17	16					3	1		1		1	1						1				1	1						1		1			1																																										10	1			sorceress_cast_lightning								ancientscallexp				ancientscallexp							0
ancientscallexp	875	1	19	1	1																												3	radius																							8				255	255	255	0	0	1	LightningBolt	1024	5	16						1		1		1							1					1						1	1	1			1			Mace Mastery	5	2																			ltng																		64	64				sorceress_cast_lightning														ancientscallexpvis	ancientscallexpvis			0
ancientscallexpvis	876	1		1																																																					5				255	255	255	0	0	0	BoneSpiritExplode	1024	13	16					3			1									2					1				1		1	1	1			1																																											1																						0
plasmaraincenter	877	50		28					1	damage freq (0 = look at skill)	16	radius (0 = look at skill)	1	start frame	50	end frame	30	lob			1	damage freq (0 = look at skill)	16	radius (0 = look at skill)	1	start frame	50	end frame	30	lob																											51				0	0	0	0	0	1	null	1024	30	16		1	17	18					1		1						3	1	25									1				1																																												1								plasmarainspawner							plasmarainspawner							0
plasmarainspawner	878	1	55	1	51																																																100	100			10				0	0	0	0	0	1	null	1024	15	16																						1	1			1							1																																											1											plasmarainmeteorcenter							plasmarainmeteorcenter				0
plasmarainmeteorcenter	879	9	18	1	14																6	frames	45	fallrate	0	sliderate							3	range (0 = skill)	1	flames increment					1	# submissile1	3	# submissile3	15	# submissile4											1		4		255	64	64	0	0	1	null	1024	17	16								1			1						1					1						1		1			1																																											1											plasmarainexp				plasmarainexp							0
plasmarainexp	880	1	19	1	1																												3	radius																							5				255	255	255	0	0	1	LightningBolt	1024	5	16						1		1		1							1					1						1	1	1			1			Pole Arm Mastery	5	2																			ltng																		64	64				sorceress_cast_lightning														ancientscallexpvis	ancientscallexpvis			0
thunderstormbarb	881	1	55	1	51																																																2	2			9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3				1	1							1	1			1																																											1			sorceress_thunder_bolt								thunderstormbarbnova							thunderstormbarbnova				0
thunderstormbarbnova	882	1	4	1	5																												1								1																				255	255	255	0	0	0	null	1024	1	16					3	1		1									1				1	1											1																																											1											thunderstormbarbbolt							thunderstormbarbbolt				0
thunderstormbarbbolt	883	1		1		1																																									85						100	100			2				255	255	255	0	0	1	LightningBolt	1024	5	16					3			1		1		1	3				3				1	1						1	1	1			1			SThunder Storm Barb	5	32	8		128																ltng																		64	64																						0
volcano debris mon	884	1	55	1	51																																																14	14			16				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16																						1	1			1							1																																											1											volcano small fire							volcano explosion	volcano small fire			0
magicarrowpulsar	885	19		15					16	frequency	24	direction increment									16	frequency	24	direction increment																																	65		6		81	81	255	0	0	1	null	1024	16	16					3			1									1				1	1							1	1			1																								mag																			64								magicarrownova							magicarrownova							0
magicarrownova	886	1	4	1	20																												10	range (0=skill)	3	max (0 = skill)					64																				255	255	255	0	0	0	null	1024	1	16								1									1				1	1											1																																											1											magicarrowbolt							ancientscallexpvis				0
magicarrowbolt	887	1		1		1																																									min(dl12,90)	convert to elemental%	49	base	1	level	80	80			2				255	255	255	0	0	1	LightningBolt	1024	5	16					3			1		1							3				1	1							1	1			1			Magic Arrow	4																				mag																			64																						0
coldarrowspawner	888	19		15					2	frequency	9	direction increment									2	frequency	9	direction increment																																	14		6		81	81	255	1	0	1	null	1024	16	16					3			1									2					1							1	1			1																																											64			sorceress_lightning_1					coldarrowfury							coldarrowfury							0
coldarrowfury	890	1	25	1	20																												15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)									40	40			6				255	255	255	1	1	1	LightningBolt	1024	5	16					3	1				1							1				1	1							1	1			1	1		Cold Arrow	4																																							64											coldarrowbolt							coldarrowbolt				0
coldarrowbolt	891	1		1		1																																									min(dl12,90)	convert to elemental%	49	base	1	level	40	40			10				255	255	255	0	0	0	IceArrow	1024	1	16					3	1		1		1							3				1	1							1	1			1	1		Cold Arrow	4																				cold																		48	64			amazon_coldarrow_1	impact_cold_1																		0
explodingarrowbolt	892	1	4	1	5																												64								64												80	80			2				255	255	255	0	0	0	IceArrow	1024	1	16					3			1		1		1	1				3				1								1	1			1																																											64											explodingarrowspawner							explodingarrowspawner				0
explodingarrowspawner	893	1	25	1	20																												10	max targets	10	range					10	max targets	10	range													8		6		81	81	255	1	0	1	null	1024	16	16																					1	1							1	1			1																																											64											explodingarrowfinal							explodingarrowfinal				0
explodingarrowfinal	894	1	25	1		1																																			1		5				min(dl12,90)	convert to elemental%	49	base	1	level	80	80			2		5		255	178	64	1	0	1	FireArrow	1024	8	16					3			1		1							1				1	1							1	1			1			Exploding Arrow	5	32	8		64																fire																		32	32			amazon_firearrow_1															explodingarrowvis				0
explodingarrowvis	895	1		1																																					4	explosions radius	8	explosions density															5		255	178	64	1	0	1	FireArrow	1024	8	16					3	1		1		1							1				1	1	1						1	1			1	1																							fire																			32			amazon_firearrow_1				explodingarrowexp															0
dancespear	896	1	4	1	5																												8								8																				81	81	255	1	0	1	null	1024	16	16								1									1				1	1											1																																											1											dancespearshard							dancespearshard				0
dancespearshard	897	20		16		1			32		4										32		4																								skill('Inferno Fury'.blvl)*4						20	20			35				255	0	0	4	4	0	FireArrow	1024	13	16					3					1							3				1	1							1	1			1			Dance of Death	4	32	8		96																fire																		10	64																						0
splinterjavelin	898	1	4	1	5																												64								64												40	40			25				255	255	255	1	0	0	Arrow	1024	1	16					3	1				1		1	4				2				1	1						1	1	1				1		Splintering Javelin	4	32	8		32																																		10	32											splinterjavelinspawner							splinterjavelinspawner				0
splinterjavelinspawner	898	19	30	15	29				3	frequency	21	direction increment									3	frequency	21	direction increment									2								2																9				255	255	255	1	0	0	Arrow	1024	1	16																	2				1	1						1	1	1				1																																										32								splinterjavelinfury			splinterjavelinspawnershard				splinterjavelinfury			splinterjavelinspawnershard				0
splinterjavelinfury	899	1	25	1	20																												10	range (0=skill)	1	max (0 = skill)					10	range (0=skill)	1	max (0 = skill)									30	30			5				255	255	255	0	0	0	Arrow	1024	1	16																	1				1	1							1	1			1	1																																									10	32											splinterjavelinfuryshard							splinterjavelinfuryshard				0
splinterjavelinspawnershard	899	1		1																																																	40	40			6				255	255	255	0	0	0	Arrow	1024	1	16					3	1				1		1	4				1				1	1							1	1			1	1		Splintering Javelin	4																																						10	32																						0
splinterjavelinfuryshard	899	1		1																																																	30	30			8				255	255	255	0	0	0	Arrow	1024	1	16					3	1				1							1				1	1							1	1			1	1		Splintering Javelin	4																																						10	32																						0
spearstorm	900	19		15					2	frequency	26	direction increment									2	frequency	26	direction increment																																	20	1	6		81	81	255	1	0	1	null	1024	16	16					3					1							2				1	1							1	1			1																																											64								spearstormspawner							spearstormspawner							0
spearstormspawner	901	1	30	1	29																												64	increment							64	increment											35	35			4		6		81	81	255	1	0	1	null	1024	16	16																	1				1	1							1	1			1	1																																										64											spearstormfury							spearstormfury				0
spearstormfury	902	1	25	1	20																												9	range (0=skill)	1	max (0 = skill)					9	range (0=skill)	1	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																																											64											spearstormbolt							spearstormbolt				0
spearstormbolt	903	1		1		1																																									min(100,skill('Lightning Strike'.blvl)*5)						35	35			6				255	255	255	0	0	0	IceArrow	1024	1	16					3	1				1							1				1	1							1	1			1	1		Spearstorm	4	32	8		26																ltng																		10	64																						0
infernofury	904	19	30	15	29				4	frequency	9	direction increment									4	frequency	9	direction increment									23								23												25	25			20		6		81	81	255	1	0	1	null	1024	16	16					3												2				1	1							1	1			1																																											64								infernofuryboltspawner			infernofuryballspawner				infernofuryboltspawner			infernofuryballspawner				0
infernofuryboltspawner	905	1	25	1	20																												0	range (0=skill)	0	max (0 = skill)					0	range (0=skill)	0	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																																											64											infernofuryfirebolt							infernofuryfirebolt				0
infernofuryballspawner	906	1	25	1	20																												15	range (0=skill)	4	max (0 = skill)					15	range (0=skill)	4	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																																											64											infernofuryfireballsec							infernofuryfireballsec				0
infernofuryfirebolt	907	1		1		1																																									min(dl12,90)	convert to elemental%	49	base	1	level	25	25			20				255	255	255	0	0	0	IceArrow	1024	1	16					3	1				1							1				1	1						1	1	1			1	1		Inferno Fury	4	32	8		32																fire																		32	64			sorceress_firebolt_1	sorceress_firebolt_impact_1																		0
infernofuryfireballsec	908	1	4	1	5																												11								64												25	25			20		7		255	178	64	1	0	1	Fireball	1024	5	16					3	1				1							1				1	1							1	1			1	1																																										16											infernofuryfireball							infernofuryfireball				0
infernofuryfireball	909	1		1		1																																									min(dl12,90)	convert to elemental%	49	base	1	level							7		255	178	64	1	0	1	Fireball	1024	5	16					3	1				1							1				1	1						1	1	1			1			Inferno Fury	4	32	8		32																fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1																		0
rainofjavelins	910	1	4	1	5	1																											64								64												100	100			10		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					6					1		1	3				2				1	1						1	1	1			1	1		Frost Javelin	4	32																			cold																		48	16											rainofjavelinssec							rainofjavelinssec				0
rainofjavelinssec	911	50		28		1			1	damage freq (0 = look at skill)	10	radius (0 = look at skill)	1	start frame	15	end frame	30	lob			1	damage freq (0 = look at skill)	10	radius (0 = look at skill)	1	start frame	15	end frame	30	lob																											16				0	0	0	0	0	1	null	1024	30	16																	3				1																																				cold																			1								rainofjavelinsspawner							rainofjavelinsspawner							0
rainofjavelinsspawner	912	1	55	1	51	1																																															100	100			10				0	0	0	0	0	1	null	1024	15	16																					1	1	1			1							1																								cold																			1											rainofjavelinsmeteorcenter							rainofjavelinsmeteorcenter				0
rainofjavelinsmeteorcenter	913	9	18	1	14	1															6	frames	45	fallrate	15	sliderate							1	range (0 = skill)	1	flames increment					1	# submissile1	1	# submissile3	15	# submissile4											5		4		255	64	64	0	0	1	null	1024	17	16										1							1				1	1								1			1																								cold																			1			sorceress_glacialspike_1	sorceress_iceblast_impact_1							rainofjavelinsexp				rainofjavelinsexpvis			freezingarrowexp1		freezingarrowexp2		0
rainofjavelinsexp	914	1	4	1	5	1																											4								4																				255	255	255	0	0	1	LightningBolt	1024	5	16					3	1				1							1				1	1							1	1			1																								cold																		48	64											rainofjavelinsbolt							rainofjavelinsbolt				0
rainofjavelinsbolt	915	20		16		1																																									min(dl12,90)	convert to elemental%	49	base	1	level	50	50			3				255	255	255	0	0	1	LightningBolt	1024	5	16					3					1		1	1				1				1	1							1	1			1			Rain of Javelins	5	32	8		96																cold																		48	64																						0
rainofjavelinsexpvis	916	1		1																																																					15				255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																								cold																		48	64																						0
plaguejav	917	19	4	15	5				3	frequency	26	direction increment									3	frequency	26	direction increment									64								64												25	25			30		4		128	255	128	0	0	0	Javelin	1024	1	16					3	1				1		1	3				1					1						1	1	1				1		Plague Javelin	4	32																																					10	32				impact_poison_2				plaguejavspawner			plaguejavnova				plaguejavspawner			plaguejavnova				0
plaguejavspawner	918	1	25	1	20																												13	range (0=skill)	2	max (0 = skill)					13	range (0=skill)	2	max (0 = skill)									30	30		-2500	12				255	255	255	0	0	1	LightningBolt	1024	5	16										1							1					1							1	1			1																																											64											plaguejavelinbolt							plaguejavelinbolt				0
plaguejavelinbolt	919	1		1																																																	40	40			20		4		128	255	128	0	0	0	Javelin	1024	1	16					3	1				1							1					1						1	1	1						Plague Javelin	4				-1																																		80	32				impact_poison_3																		0
plaguejavnova	920	19		15					3	frequency	26	direction increment									3	frequency	26	direction increment																																	12		4		128	255	128	0	0	0	Javelin	1024	1	16					3	1				1							1					1						1	1	1				1																																										32				impact_poison_2				plaguejavspawner							plaguejavspawner							0
frostjav	921	1	4	1	5	2																											64								64								100	% of Cold Length converted to Freeze Length			60	60			20		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1				1		1	3				2					1						1	1	1			1	1		Frost Javelin	4	32																			frze														25	5	5	5	48	16			sorceress_glacialspike_1	sorceress_iceblast_impact_1							frostjavmeteorcenter							frostjavmeteorcenter				0
frostjavmeteorcenter	922	9	18	1	14																25	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							10	range (0 = skill)	1	flames increment					1	# submissile1	2	# submissile3	15	# submissile4											24		4		255	64	64	0	0	1	null	1024	17	16										1							1					1								1			1			Frost Javelin	5	2			-1																																			1			sorceress_blizzard_loop												frostjavmeteorvisual							0
frostjavmeteorvisual	923	1	55	1																													3	radius																							27				255	255	255	0	0	1	LightningBolt	1024	5	16						1				1							1					1						1	1	1			1																																											64				sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2	freezingarrowexp3		0
pyrejavelin	924	50	4	28	5				4	damage freq (0 = look at skill)	6	radius (0 = look at skill)	0	start frame	100	end frame	30	lob			4	damage freq (0 = look at skill)	6	radius (0 = look at skill)	0	start frame	100	end frame	30	lob			64								64												30	30			25				0	0	0	0	0	1	Expansion\volcano_base	1024	30	16					3	1				1		1	3				2					1						1	1	1			1	1		Pyre Javelin	4	32																			fire																			1			sorceress_fireball_1	sorceress_fireball_impact_1				pyrejavelindebris			pyrejavelinsub				pyrejavelindebris			pyrejavelinsub				0
pyrejavelinsub	925	50		28					15	damage freq (0 = look at skill)	2	radius (0 = look at skill)	0	start frame	100	end frame	30	lob			15	damage freq (0 = look at skill)	2	radius (0 = look at skill)	0	start frame	100	end frame	30	lob																											31	1			0	0	0	0	0	1	Expansion\volcano_base	1024	30	16										1							1					1						1		1				1		Pyre Javelin																																								1								pyrejavelindebristarget							pyrejavelindebristarget							0
pyrejavelindebris	926	1	55	1	51																																																55	55			15				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16										1												1	1			1							1																																											1											pyrejavelinexp							pyrejavelinexp				0
pyrejavelindebristarget	927	1	55	1	51																																																55	55			15				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16										1												1	1			1							1																																											1											pyrejavelinexptarget							pyrejavelinexptarget				0
pyrejavelinexp	928	1	1	1	3																												10	damage radius							4	explosions radius	1	explosions density																	255	178	64	1	0	1	Fireball	1024	5	16					3	1				1							1					1						1		1			1			Pyre Javelin	5	2			-1																fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
pyrejavelinexptarget	929	1	1	1	3																												5	damage radius							4	explosions radius	1	explosions density																	255	178	64	1	0	1	Fireball	1024	5	16					3	1				1							1					1						1		1			1			Pyre Javelin	5	2			-1																fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
fistsoffirenova	930	1	4	1	5																												1								1																3				255	255	255	0	0	1	LightningBolt	1024	5	16										1		1	1				1				1	1							1	1			1																																											64											fistsoffirenovabolt							fistsoffirenovabolt				0
fistsoffirenovabolt	931	1		1		1																																									min(dl12,85)	convert to elemental%	49	base	1	level	25	25			20				128	255	128	0	0	0	Javelin	1024	1	16					3					1		1	1				2				1	1						1	1	1						Fists of Fire	4	32	8		128																fire																		80	32				impact_poison_3																		0
fistsoffirefury	932	1	25	1	20																												20	range (0=skill)	0	max (0 = skill)					20	range (0=skill)	0	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																																											64											fistsoffirefurybolt							fistsoffirefurybolt				0
fistsoffirefurybolt	933	1		1		1																																									min(dl12,85)	convert to elemental%	49	base	1	level	25	25			20				128	255	128	0	0	0	Javelin	1024	1	16					3					1							2				1	1						1	1	1							4	32	8		96																fire																		80	32				impact_poison_3																		0
fistsoffireflower	934	1	4	1	5																												8								8																				81	81	255	1	0	1	null	1024	16	16								1		1							1				1	1											1																																											1											fistsoffireflowerbolt							fistsoffireflowerbolt				0
fistsoffireflowerbolt	935	20		16		1			24		3										24		3																								min(dl12,85)	convert to elemental%	49	base	1	level	25	25			27				128	255	128	3	3	0	Javelin	1024	8	16		1	12	36	3					1							3				1	1						1	1	1							4	32	8		64																fire																		80	32				impact_poison_3																		0
clawsofthunderchainlightning	936	8	16	1	12	1															3	Subloops											15	range (0 = skill)							15	range (0 = skill)					min(dl12,85)	convert to elemental%	49	base	1	level	25	25			20				255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1		1	1				2				1	1						1	1	1			1				4	32	8		96																ltng																		64	32			sorceress_lightning_1			lightning									lightninghit							0
clawsofthunderorb	937	1	4	1	5																												8								8																				81	81	255	1	0	1	null	1024	16	16								1		1							1				1	1											1																																											1											clawsofthunderspawner							clawsofthunderspawner				0
clawsofthunderspawner	938	1	30	1	29	1																											64								64						min(dl12,85)	convert to elemental%	49	base	1	level	25	25			8				128	255	128	3	3	0	Javelin	1024	8	16		1	12	36	3												3				1	1						1	1	1							4	32	8		96																ltng																		80	32											clawsofthunderfury							clawsofthunderfury				0
clawsofthunderfury	939	1	25	1	20																												13	range (0=skill)	2	max (0 = skill)					13	range (0=skill)	2	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1							1				1	1							1	1			1																																											64											clawsofthunderlightning							clawsofthunderlightning				0
clawsofthunderlightning	940	1		1		1																																									min(dl12,85)	convert to elemental%	49	base	1	level	25	25			12				255	255	255	0	0	0	IceArrow	1024	1	16					3					1							1				1	1							1	1			1				4	32	8		96																ltng																		10	64																						0
bladesoficenova	941	1	4	1	5																												1								1																3				255	255	255	0	0	1	LightningBolt	1024	5	16										1		1	1				1				1	1							1	1			1																																											64											bladesoficenovabolt							bladesoficenovabolt				0
bladesoficenovabolt	942	1		1		1																																									min(dl12,85)	convert to elemental%	49	base	1	level	25	25			20				255	255	255	0	0	0	ElectricNova	1024	13	16					3					1		1	1				1				1							1	1	1			1			Blades of Ice	4	32	8		128																cold																		64	16																						0
bladesoficemeteorrain	943	50		28					2	damage freq (0 = look at skill)	10	radius (0 = look at skill)	1	start frame	100	end frame	30	lob			2	damage freq (0 = look at skill)	10	radius (0 = look at skill)	1	start frame	100	end frame	30	lob																											29	1			0	0	0	0	0	1	null	1024	30	16		1	17	18					1		1						3				1												1																																											1								bladesoficemeteorspawner							bladesoficemeteorspawner							0
bladesoficemeteorspawner	944	1	55	1	51																																																100	100			10				0	0	0	0	0	1	null	1024	15	16																					1	1	1			1							1																																											1											bladesoficemeteorcenter							bladesoficemeteorcenter				0
bladesoficemeteorcenter	945	9	18	1	4																25	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							1								1	# submissile1	1	# submissile3	15	# submissile4											24				255	64	64	0	0	1	null	1024	17	16					3					1							1				1	1								1			1																								cold																			1			sorceress_glacialspike_1	sorceress_iceblast_impact_1				frostjavmeteorvisual			rainofjavelinsexp				frostjavmeteorvisual			freezingarrowexp1		freezingarrowexp2		0
bladesoficemeteorexp	946	1	4	1	5																												4								4																				255	255	255	0	0	1	LightningBolt	1024	5	16					3	1				1							1				1	1							1	1			1																								cold																		48	64											bladesoficemeteorbolt							bladesoficemeteorbolt				0
bladesoficemeteorbolt	947	1		1		1																																									min(dl12,85)	convert to elemental%	49	base	1	level	50	50			6				255	255	255	0	0	1	LightningBolt	1024	5	16					3					1		1	1				1				1	1							1	1			1			Blades of Ice	5	32	8		128																cold																		48	64																						0
bladesoficeflower	948	19		15					1		26										1		26																																		4				222	222	255	0	0	1	blessedhammer	1024	6	16					3					1							1				1	1							1	1			1																								cold																			16								bladesoficespawner							bladesoficespawner							0
bladesoficespawner	949	19		15					1		21										1		21																														25	25			6				222	222	255	0	0	1	blessedhammer	1024	6	16										1							1				1	1							1	1			1																								cold																			16								bladesoficefuryspawner							bladesoficefuryspawner							0
bladesoficefuryspawner	950	1	55	1	51																																																50	50			3				222	222	255	0	0	1	blessedhammer	1024	6	16										1							1				1	1							1	1			1																								cold																			16											bladesoficefury							bladesoficefury				0
bladesoficefury	951	1	25	1	20																												9	range (0=skill)	1	max (0 = skill)					9	range (0=skill)	1	max (0 = skill)													15				255	255	255	0	0	1	LightningBolt	1024	5	16										1							2				1	1							1	1			1																								cold																		48	64											bladesoficebolt							bladesoficebolt				0
bladesoficebolt	952	1		1		1			24		3										24		3																								min(dl12,85)	convert to elemental%	49	base	1	level	35	35			15				255	255	255	0	0	1	LightningBolt	1024	5	16					3					1							2				1	1							1	1			1				5	32	8		64																cold														25	5	5	5	48	64																						0
clawsofthundernovabolt	953	1		1		1																																									min(dl12,85)	convert to elemental%	49	base	1	level	25	25			20				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	1				1				1							1	1	1			1			Claws of Thunder	4	32	8		128																ltng																		64	16																						0
clawsofthundernovacustom	954	1	4	1	5																												1								1																3				255	255	255	0	0	1	LightningBolt	1024	5	16										1		1	1				1				1	1							1	1			1																																											64											clawsofthundernovabolt							clawsofthundernovabolt				0
bladefurybolt	955	1		1		1																																									85						35	35			5				0	0	0	1	0	1	expansion\catapultpoisonbomb	1024	10	16					3					1		1	1				3				1	1						1	1	1			1	1		Blade Fury	5	32	8																		pois																		10	32			assassin_bladefury_throw_1	assassin_bladefury_hit																		0
bladenova	956	1	4	1	5																												2								2																				255	255	255	0	0	1	LightningBolt	1024	5	16										1		1	1				1				1	1							1	1			1																																											64				assassin_bladeshield							bladenovashuriken							bladenovashuriken				0
bladenovashuriken	957	20		16					24		3										24		3										64								64												30	30			25				128	255	128	3	3	0	Javelin	1024	8	16		1	12	36	3					1							2				1	1						1	1	1			1			Blade Nova	4	32	8		26																																		10	32																						0
mindblast	958	19	30	15	29				2		25										2		25										64								64																1				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16																						1	1			1							1																																											1								mindblastpoolscenter			mindblastwavespawner				mindblastpoolscenter			mindblastwavespawner				0
mindblastpoolscenter	959	50		28					1	damage freq (0 = look at skill)	8	radius (0 = look at skill)	1	start frame	50	end frame	30	lob			1	damage freq (0 = look at skill)	8	radius (0 = look at skill)	1	start frame	50	end frame	30	lob																											20				255	255	255	0	0	1	LightningBolt	1024	5	16										1		1	1				1					1							1	1			1																																											64								mindblastpoolslob							mindblastpoolslob							0
